SB_DEPTH_cm,hiresMS
441,33.9
442,33.2
443,34.7
444,33.7
445,32.7
446,30.3
447,32.9
448,28.6
449,31.4
450,30.2
451,26.6
452,39.8
453,40.5
454,41.5
455,45.4
456,45.4
457,44.8
458,45.6
459,85.7
460,57.4
461,171.7
462,93.7
463,19.5
464,13.8
465,14.3
466,14.7
467,20.1
468,22.4
469,19.8
470,27
471,38.8
472,46.3
473,53.7
474,48.1
475,46.7
476,43.6
477,45.8
478,48.2
479,44.6
480,48.6
481,49.8
482,46.2
483,51.6
484,51.8
485,46.2
486,49.4
487,50.3
488,50.1
489,48.1
490,51.9
491,50.8
492,20
493,16.3
494,16.9
495,14.9
496,21.1
497,22.2
498,56
499,57.6
500,70.7
501,71.4
502,71
503,72.1
504,93.5
505,75.7
506,75.5
507,75.9
508,97.6
509,82.7
510,84.6
511,88.8
512,153.8
513,110
514,105.4
515,167.9
516,266
517,58.3
518,
520,
521,
522,67.9
523,108.8
524,165
525,184.5
526,173.5
527,218.5
528,323
529,429.5
530,634.9
531,466.4
532,148.5
533,83.6
534,48.6
535,55.8
536,54.7
537,50.7
538,49.1
539,52.5
540,55.2
541,52.3
542,41.7
543,45.2
544,46.9
545,41.1
546,58.5
547,55.3
548,57.5
549,57.4
550,62.1
551,61.5
552,65.7
553,65.6
554,61.8
555,57.4
556,61.9
557,81.2
558,107.5
559,60.2
560,36.9
561,48.3
562,52.3
563,63.2
564,59.7
565,58.9
566,64.7
567,62.3
568,68.9
569,64.2
570,63.4
571,51.2
572,61.4
573,58.8
574,70
575,61.9
576,47.9
577,68.4
578,66.6
579,64
580,67.9
581,70
582,79.4
583,79.2
584,77.9
585,84.9
586,217.9
587,476.1
588,53.5
589,47.9
590,46.8
591,56.6
592,57.8
593,59.1
594,62.5
595,63.8
596,65.9
597,63.3
598,63.3
599,65.5
600,70.3
601,56
602,66.6
603,60.5
604,68.1
605,67.2
606,69.7
607,71.2
608,72.4
609,73.4
610,81.6
611,79.5
612,83.5
613,82.2
614,92.2
615,92.7
616,104.2
617,373.6
618,202.4
619,61.9
620,53.6
621,60.2
622,60.5
623,64.6
624,63.3
625,65.1
626,70.4
627,66.8
628,65
629,60.6
630,43.4
631,48.3
632,14.3
633,
634,2
635,8
636,58.6
637,60.5
638,55
639,121.5
640,76.8
641,94.4
642,65.8
643,58.7
644,46.8
645,44.5
646,50.1
647,59.5
648,63
649,76.9
650,63.5
651,59.2
652,66.1
653,70.3
654,64.4
655,86.4
656,196.3
657,157.6
658,0
659,0
660,0
661,40.5
662,58.2
663,65.3
664,70.6
665,64.3
666,68.4
667,72
668,74.7
669,49.5
670,38.5
671,40.7
672,48.5
673,66.3
674,75.6
675,72.9
676,77.7
677,74.2
678,72.4
679,80.5
680,75.5
681,67.5
682,85.37
683,104.4
684,103.4
685,96.3
686,117.7
687,101.2
688,101.7
689,119.8
690,126.5
691,199.9
692,370.5
693,319
694,244.5
695,261.2
696,316.7
697,437.3
698,315.4
699,330.1
700,389.9
701,532.4
702,524.8
703,599
704,4
705,415.3
706,528
707,766.9
708,376.4
709,507
710,315.7
711,230.9
712,66
713,77.7
714,86.8
715,87
716,81
717,81.2
718,91.4
719,96.7
720,99.3
721,100.2
722,100.4
723,104
724,99.6
725,94.5
726,87.6
727,102.5
728,101.4
729,102.3
730,104.2
731,101.1
732,98.7
733,110.3
734,114.4
735,123.2
736,98.6
737,110.5
738,104.7
739,115.6
740,119.9
741,115.8
742,188.6
743,163.2
744,238.7
745,222.6
746,226.7
747,253.2
748,213.6
749,170.7
750,
751,
752,
753,183.3
754,291.2
755,104.4
756,95.4
757,112.6
758,116.4
759,121.9
760,134.9
761,114.5
762,134.2
763,168.4
764,175.6
765,174.4
766,177.5
767,171.8
768,175.8
769,204.6
770,196.3
771,210.6
772,212.9
773,201.6
774,201.8
775,112.2
776,199.2
777,211.3
778,100.3
779,93
780,104.2
781,139
782,98.6
783,41.9
784,
785,
