SB_DEPTH_pxl,SB_DEPTH_cm,CT,CT_std
0,0.0,,
1,0.010141961556396042,,
2,0.020283923112792084,,
3,0.030425884669188125,,
4,0.04056784622558417,,
5,0.05070980778198021,,
6,0.06085176933837625,,
7,0.07099373089477229,,
8,0.08113569245116833,,
9,0.09127765400756438,,
10,0.10141961556396042,,
11,0.11156157712035646,,
12,0.1217035386767525,,
13,0.13184550023314853,,
14,0.14198746178954458,,
15,0.15212942334594062,,
16,0.16227138490233667,,
17,0.1724133464587327,,
18,0.18255530801512876,,
19,0.1926972695715248,,
20,0.20283923112792085,,
21,0.21298119268431687,,
22,0.2231231542407129,,
23,0.23326511579710896,,
24,0.243407077353505,,
25,0.25354903890990105,,
26,0.26369100046629707,,
27,0.27383296202269314,,
28,0.28397492357908916,,
29,0.29411688513548523,,
30,0.30425884669188125,,
31,0.3144008082482773,,
32,0.32454276980467334,,
33,0.33468473136106935,,
34,0.3448266929174654,,
35,0.35496865447386144,,
36,0.3651106160302575,,
37,0.37525257758665354,,
38,0.3853945391430496,,
39,0.3955365006994456,,
40,0.4056784622558417,,
41,0.4158204238122377,,
42,0.42596238536863373,,
43,0.4361043469250298,,
44,0.4462463084814258,,
45,0.4563882700378219,,
46,0.4665302315942179,,
47,0.476672193150614,,
48,0.48681415470701,,
49,0.496956116263406,,
50,0.5070980778198021,,
51,0.5172400393761981,,
52,0.5273820009325941,,
53,0.5375239624889903,,
54,0.5476659240453863,,
55,0.5578078856017823,,
56,0.5679498471581783,516.1193334804676,38.91889062760535
57,0.5780918087145743,516.5196010814387,39.089065656582676
58,0.5882337702709705,516.9198686824099,39.25924068556001
59,0.5983757318273665,517.320136283381,39.429415714537335
60,0.6085176933837625,517.7204038843521,39.59959074351466
61,0.6186596549401585,518.1206714853232,39.76976577249199
62,0.6288016164965546,518.238633855661,39.74974325735641
63,0.6389435780529507,518.255666519532,39.66172135639672
64,0.6490855396093467,518.2726991834032,39.57369945543703
65,0.6592275011657427,518.2897318472743,39.48567755447734
66,0.6693694627221387,518.3067645111454,39.39765565351765
67,0.6795114242785348,518.3237971750166,39.30963375255802
68,0.6896533858349309,518.0064555285811,39.21434428265128
69,0.6997953473913269,517.4756041712649,39.11441421537547
70,0.7099373089477229,516.9447528139486,39.014484148099655
71,0.720079270504119,516.4139014566323,38.91455408082385
72,0.730221232060515,515.883050099316,38.814624013548034
73,0.740363193616911,515.3521987419997,38.71469394627223
74,0.7505051551733071,514.6880821010816,38.48931723895973
75,0.7606471167297031,513.8818693445157,38.130181162451386
76,0.7707890782860992,513.0756565879498,37.771045085943044
77,0.7809310398424952,512.2694438313838,37.4119090094347
78,0.7910730013988913,511.4632310748184,37.05277293292661
79,0.8012149629552873,510.6570183182525,36.693636856418266
80,0.8113569245116834,509.9766938865595,36.30892705318208
81,0.8214988860680794,509.52248951666314,35.878281833187366
82,0.8316408476244754,509.06828514676687,35.44763661319265
83,0.8417828091808714,508.61408077687054,35.016991393197934
84,0.8519247707372675,508.15987640697426,34.58634617320322
85,0.8620667322936636,507.705672037078,34.15570095320851
86,0.8722086938500596,507.27280677554626,33.81577523176255
87,0.8823506554064556,506.9108626682851,33.777358431964146
88,0.8924926169628516,506.54891856102404,33.73894163216574
89,0.9026345785192477,506.1869744537632,33.700524832367364
90,0.9127765400756438,505.82503034650205,33.66210803256895
91,0.9229185016320398,505.46308623924097,33.62369123277055
92,0.9330604631884358,505.16743544471404,33.5863344236216
93,0.9432024247448318,505.43711928934,33.558016979177815
94,0.953344386301228,505.70680313396593,33.52969953473403
95,0.963486347857624,505.9764869785919,33.50138209029025
96,0.97362830941402,506.24617082321777,33.47306464584646
97,0.983770270970416,506.5158546678437,33.44474720140268
98,0.993912232526812,506.78553851246966,33.41642975695889
99,1.0040541940832082,506.58711515118074,33.372914124633255
100,1.0141961556396042,506.3784650187598,33.32906645642543
101,1.0243381171960002,506.1698148863387,33.28521878821757
102,1.0344800787523962,505.96116475391756,33.24137112000971
103,1.0446220403087922,505.75251462149646,33.19752345180185
104,1.0547640018651883,505.54386448907536,33.153675783594
105,1.0649059634215843,505.4017490620173,33.04752546231157
106,1.0750479249779805,505.27116530567207,32.9305769617049
107,1.0851898865343765,505.1405815493269,32.81362846109823
108,1.0953318480907726,505.0099977929817,32.696679960491565
109,1.1054738096471686,504.87941403663655,32.5797314598849
110,1.1156157712035646,504.7488302802913,32.46278295927823
111,1.1257577327599606,504.7975364158022,32.55607374992395
112,1.1358996943163566,504.9139262855881,32.72873198385384
113,1.1460416558727526,505.030316155374,32.901390217783735
114,1.1561836174291487,505.14670602516,33.07404845171363
115,1.166325578985545,505.2630958949459,33.246706685643524
116,1.176467540541941,505.3794857647318,33.41936491957342
117,1.186609502098337,505.61332487309636,33.66660789838531
118,1.196751463654733,505.92559037740006,33.963654629047134
119,1.206893425211129,506.23785588170375,34.26070135970897
120,1.217035386767525,506.55012138600745,34.5577480903708
121,1.227177348323921,506.8623868903112,34.85479482103263
122,1.237319309880317,507.17465239461467,35.151841551694254
123,1.247461271436713,507.56282691458813,35.641613856498076
124,1.2576032329931093,508.03548333701144,36.34587745737006
125,1.2677451945495053,508.5081397594348,37.05014105824204
126,1.2778871561059013,508.9807961818581,37.75440465911402
127,1.2880291176622973,509.4534526042815,38.458668259986005
128,1.2981710792186933,509.9261090267048,39.162931860857995
129,1.3083130407750894,510.3598626131096,39.88623911117944
130,1.3184550023314854,510.72038733171485,40.64539323105285
131,1.3285969638878814,511.08091205032,41.40454735092626
132,1.3387389254442774,511.4414367689252,42.16370147079967
133,1.3488808870006737,511.80196148753015,42.92285559067255
134,1.3590228485570697,512.1624862061353,43.68200971054596
135,1.3691648101134657,512.4813658684617,44.34505535906431
136,1.3793067716698617,512.6531118958287,44.66854596781627
137,1.3894487332262577,512.8248579231957,44.99203657656823
138,1.3995906947826537,512.9966039505628,45.31552718532019
139,1.4097326563390498,513.1683499779298,45.63901779407215
140,1.4198746178954458,513.3400960052968,45.96250840282411
141,1.4300165794518418,513.5011379938204,46.298115947631615
142,1.440158541008238,513.5593329287133,46.7501460120657
143,1.450300502564634,513.6175278636063,47.20217607649978
144,1.46044246412103,513.6757227984992,47.654206140933546
145,1.470584425677426,513.7339177333921,48.10623620536763
146,1.480726387233822,513.7921126682851,48.558266269801706
147,1.4908683487902181,513.8503076031781,49.01029633423579
148,1.5010103103466141,513.9565879496799,49.30276637481559
149,1.5111522719030102,514.0644614875303,49.58994978809894
150,1.5212942334594062,514.1723350253807,49.8771332013823
151,1.5314361950158024,514.2802085632311,50.16431661466565
152,1.5415781565721984,514.3880821010814,50.45150002794901
153,1.5517201181285945,514.4959556389318,50.73868344123236
154,1.5618620796849905,514.405534098433,50.635746839088576
155,1.5720040412413865,514.2777891193998,50.45938118092341
156,1.5821460027977825,514.1500441403664,50.28301552275811
157,1.5922879643541785,514.0222991613331,50.10664986459282
158,1.6024299259105745,513.8945541822998,49.93028420642753
159,1.6125718874669706,513.7668092032663,49.753918548262234
160,1.6227138490233668,513.7629220922533,49.39533543788033
161,1.6328558105797628,513.808342529243,48.96421195589576
162,1.6429977721361588,513.8537629662326,48.53308847391121
163,1.6531397336925548,513.8991834032223,48.10196499192664
164,1.6632816952489509,513.9446038402119,47.670841509942086
165,1.6734236568053469,513.9900242772015,47.23971802795752
166,1.683565618361743,514.0362806223792,46.781885174025206
167,1.693707579918139,514.0831204480247,46.30540864957433
168,1.703849541474535,514.1299602736702,45.828932125123465
169,1.713991503030931,514.1768000993159,45.3524556006726
170,1.7241334645873272,514.2236399249614,44.87597907622173
171,1.7342754261437232,514.2704797506069,44.39950255177086
172,1.7444173877001192,514.2825204149194,43.9418079300934
173,1.7545593492565152,514.2541326418009,43.5059334601674
174,1.7647013108129113,514.2257448686825,43.07005899024141
175,1.7748432723693073,514.1973570955639,42.63418452031541
176,1.7849852339257033,514.1689693224454,42.198310050389416
177,1.7951271954820993,514.1405815493268,41.76243558046372
178,1.8052691570384953,514.0673306113441,41.43892249787705
179,1.8154111185948916,513.9055203045687,41.33720949492316
180,1.8255530801512876,513.7437099977931,41.235496491969265
181,1.8356950417076836,513.5818996910175,41.13378348901537
182,1.8458370032640796,513.4200893842419,41.03207048606148
183,1.8559789648204756,513.2582790774665,40.930357483107585
184,1.8661209263768717,513.1065989847716,40.90410864641776
185,1.8762628879332677,512.9930478922976,41.16189854663877
186,1.8864048494896637,512.8794967998234,41.41968844685977
187,1.8965468110460597,512.7659457073494,41.67747834708078
188,1.906688772602456,512.6523946148753,41.9352682473016
189,1.916830734158852,512.5388435224013,42.193058147522606
190,1.926972695715248,512.4428492606488,42.45199764147454
191,1.937114657271644,512.5393676892518,42.723542564359896
192,1.94725661882804,512.6358861178547,42.99508748724524
193,1.957398580384436,512.7324045464577,43.2666324101306
194,1.967540541940832,512.8289229750607,43.53817733301595
195,1.977682503497228,512.9254414036636,43.8097222559013
196,1.987824465053624,513.0219598322667,44.08126717878665
197,1.9979664266100203,513.4513586956522,44.05063743833694
198,2.0081083881664163,513.895627344957,44.00650954033722
199,2.018250349722812,514.3398959942615,43.962381642337526
200,2.0283923112792084,514.7841646435663,43.918253744337804
201,2.038534272835604,515.2284332928712,43.87412584633808
202,2.0486762343920004,515.6727019421759,43.82999794833835
203,2.0588181959483967,515.9789836680643,43.58842612606077
204,2.0689601575047925,516.2571838446258,43.30667273322828
205,2.0791021190611887,516.5353840211873,43.0249193403958
206,2.0892440806175845,516.8135841977488,42.74316594756332
207,2.0993860421739807,517.0917843743102,42.461412554730835
208,2.1095280037303765,517.3699845508718,42.17965916189835
209,2.1196699652867728,517.4741751269036,42.14450039166621
210,2.1298119268431686,517.5054016773339,42.2127412976692
211,2.139953888399565,517.5366282277643,42.280982203672224
212,2.150095849955961,517.5678547781946,42.34922310967526
213,2.160237811512357,517.599081328625,42.41746401567829
214,2.170379773068753,517.6303078790553,42.485704921681325
215,2.180521734625149,517.6328087066872,42.503954363505656
216,2.190663696181545,517.6143566541602,42.48573944322314
217,2.200805657737941,517.5959046016332,42.467524522940614
218,2.210947619294337,517.5774525491062,42.4493096026581
219,2.221089580850733,517.5590004965792,42.43109468237557
220,2.231231542407129,517.5405484440521,42.412879762093056
221,2.2413735039635254,517.5201721474289,42.28676637825065
222,2.251515465519921,517.4974619289341,42.029782599896556
223,2.2616574270763175,517.4747517104393,41.77279882154246
224,2.2717993886327132,517.4520414919444,41.51581504318837
225,2.2819413501891095,517.4293312734496,41.25883126483427
226,2.2920833117455053,517.4066210549548,41.00184748648018
227,2.3022252733019015,517.491116751269,40.68162261639937
228,2.3123672348582973,517.797704700949,40.23038485778609
229,2.3225091964146936,518.1042926506291,39.77914709917281
230,2.33265115797109,518.410880600309,39.327909340559536
231,2.3427931195274856,518.717468549989,38.876671581946255
232,2.352935081083882,519.0240564996689,38.425433823333286
233,2.3630770426402776,519.2528815382918,38.04556968849308
234,2.373219004196674,519.1691376075922,37.95259270481968
235,2.3833609657530697,519.0853936768926,37.859615721146284
236,2.393502927309466,519.0016497461929,37.76663873747289
237,2.4036448888658617,518.9179058154933,37.67366175379949
238,2.413786850422258,518.8341618847937,37.5806847701261
239,2.423928811978654,518.7627289781506,37.482035105832445
240,2.43407077353505,518.8478922975061,37.311228944049084
241,2.444212735091446,518.9330556168617,37.140422782265716
242,2.454354696647842,519.0182189362172,36.969616620482356
243,2.4644966582042382,519.1033822555727,36.79881045869911
244,2.474638619760634,519.1885455749282,36.62800429691575
245,2.4847805813170303,519.2737088942838,36.45719813513238
246,2.494922542873426,519.2621386007504,36.744053348980145
247,2.5050645044298223,519.2451059368792,37.056751864326806
248,2.5152064659862186,519.2280732730081,37.36945037967347
249,2.5253484275426143,519.2110406091371,37.68214889502013
250,2.5354903890990106,519.194007945266,37.99484741036679
251,2.5456323506554064,519.1769752813948,38.30754592571345
252,2.5557743122118026,519.2297947472964,38.92217919376122
253,2.5659162737681984,519.2979254027808,39.602994842436615
254,2.5760582353245947,519.3660560582653,40.28381049111154
255,2.5862001968809905,519.4341867137497,40.96462613978694
256,2.5963421584373867,519.5023173692341,41.645441788462335
257,2.606484119993783,519.5704480247185,42.326257437137734
258,2.6166260815501787,519.6415333259765,42.35487658091875
259,2.626768043106575,519.7139221474288,42.09576197254002
260,2.6369100046629708,519.786310968881,41.83664736416129
261,2.647051966219367,519.8586997903333,41.577532755782556
262,2.657193927775763,519.9310886117854,41.31841814740383
