SB_DEPTH_cm,SB_DEPTH_pxl,CT,CT_std
79.0,7789.4204,681.10236,266.36023
79.5,7838.72,756.333,270.99197
80.0,7888.0205,849.43024,354.67474
80.5,7937.3203,744.3078,312.33572
81.0,7986.6206,671.7085,280.26675
81.5,8035.921,547.08704,123.94863
82.0,8085.221,518.2687,54.52667
82.5,8134.521,509.05106,17.938993
83.0,8183.8213,507.5398,18.690392
83.5,8233.121,500.6762,18.897167
84.0,8282.421,501.85416,17.335384
84.5,8331.722,502.1691,20.508148
85.0,8381.021,500.14062,23.671589
85.5,8430.322,515.6421,112.66227
86.0,8479.622,495.7776,20.201189
86.5,8528.922,486.51865,16.659548
87.0,8578.222,479.40524,13.968495
87.5,8627.522,478.66232,14.3238125
88.0,8676.822,474.8844,21.868418
88.5,8726.123,471.95917,19.80707
89.0,8775.423,472.3077,19.530956
89.5,8824.723,471.88004,14.767616
90.0,8874.023,472.66895,17.529104
90.5,8923.323,470.60983,16.639175
91.0,8972.623,469.1437,16.429987
91.5,9021.923,468.05923,12.888609
92.0,9071.224,466.78537,13.476732
92.5,9120.523,469.05557,21.668604
93.0,9169.824,468.5376,18.427011
93.5,9219.124,466.22977,17.318014
94.0,9268.424,468.54672,24.862057
94.5,9317.724,476.29776,31.030834
95.0,9367.024,475.28342,22.039528
95.5,9416.324,470.78107,21.74649
96.0,9465.625,475.1031,26.397104
96.5,9514.925,473.1965,24.691652
97.0,9564.225,467.63474,15.408639
97.5,9613.524,468.78687,22.099426
98.0,9662.825,468.96445,14.035428
98.5,9712.125,474.022,22.232977
99.0,9761.425,475.73914,25.860622
99.5,9810.726,477.31863,32.08456
100.0,9860.025,473.69946,17.817902
100.5,9909.326,478.2042,19.092716
101.0,9958.626,501.53012,58.90238
101.5,10007.926,498.82062,39.46842
102.0,10057.226,503.00888,22.593786
102.5,10106.526,502.79492,29.974592
103.0,10155.826,488.4788,19.097387
103.5,10205.126,489.8555,26.172815
104.0,10254.427,495.00693,23.819202
104.5,10303.727,492.79132,23.462118
105.0,10353.027,506.09384,27.757164
105.5,10402.327,539.1452,52.007618
106.0,10451.627,569.6084,102.07125
106.5,10500.927,602.5284,91.75646
107.0,10550.228,633.99585,178.11151
107.5,10599.527,582.46924,147.35577
108.0,10648.828,704.67,175.74498
108.5,10698.128,948.84424,296.8802
109.0,10747.428,1067.3793,242.43689
109.5,10796.728,929.90356,298.38568
110.0,10846.028,922.3779296875,
110.5,10895.328,794.548583984375,
111.0,10944.628,607.9891357421875,
111.5,10993.929,617.5291748046875,
112.0,11043.229,609.0968627929688,
112.5,11092.529,610.5323486328125,
113.0,11141.829,610.7432861328125,
113.5,11191.129,584.4017333984375,
114.0,11240.429,586.6818237304688,
114.5,11289.7295,541.9972,117.497635
115.0,11339.029,559.64044,162.4065
115.5,11388.329,564.4487,172.32481
116.0,11437.63,562.17804,188.09941
116.5,11486.93,565.0511,195.89012
117.0,11536.23,559.93854,197.67961
117.5,11585.53,555.2644,188.2367
118.0,11634.83,543.79517,175.42014
118.5,11684.13,527.448,153.29868
119.0,11733.431,520.6072,119.010376
119.5,11782.73,500.0841,55.251335
120.0,11832.031,508.76437,86.986725
120.5,11881.331,566.8365,284.30194
121.0,11930.631,562.90546,270.93518
121.5,11979.931,551.6465,241.12132
122.0,12029.231,495.8063,64.52812
122.5,12078.531,487.33862,21.217323
123.0,12127.831,480.64978,15.851996
123.5,12177.132,474.7398,13.615793
124.0,12226.432,475.83777,14.955248
124.5,12275.731,473.99008,14.823029
125.0,12325.031,470.0926,14.784766
125.5,12374.332,464.07047,23.407232
126.0,12423.632,465.73352,14.3242
126.5,12472.933,462.20087,12.413982
127.0,12522.232,464.21005,13.481171
127.5,12571.533,465.91632,11.19268
128.0,12620.833,464.5003,13.730077
128.5,12670.133,465.7033,12.828523
129.0,12719.433,460.38724,28.837067
129.5,12768.733,464.6919,14.852044
130.0,12818.033,463.25388,13.948297
130.5,12867.334,464.6956,12.816271
131.0,12916.633,465.02304,13.912314
131.5,12965.934,461.77008,13.742128
132.0,13015.233,462.65433,11.431305
132.5,13064.534,465.69733,15.323226
133.0,13113.834,468.335,15.902197
133.5,13163.134,468.887,11.926173
134.0,13212.435,466.49078,12.820286
134.5,13261.733,470.59933,13.337082
135.0,13311.034,471.27655,16.214424
135.5,13360.334,471.12244,10.9812155
136.0,13409.635,474.07953,12.250096
136.5,13458.936,477.0647,23.854946
137.0,13508.235,472.46768,15.038348
137.5,13557.535,472.92062,13.914947
138.0,13606.835,481.25583,32.161625
138.5,13656.136,480.05164,19.349691
139.0,13705.436,476.94235,11.798807
139.5,13754.735,478.58194,13.74962
140.0,13804.036,488.8612,23.013245
140.5,13853.336,488.2249,12.7122135
141.0,13902.636,487.12314,10.97834
141.5,13951.937,491.78918,18.564922
142.0,14001.236,499.62903,13.1824045
142.5,14050.537,507.19806,17.898815
143.0,14099.836,515.599,16.17627
143.5,14149.137,520.1103,13.067844
144.0,14198.437,534.8096,19.520332
144.5,14247.737,541.1217,16.545948
145.0,14297.037,553.1399,20.574375
145.5,14346.337,556.92975,18.476444
146.0,14395.638,546.11383,21.376081
146.5,14444.937,521.8183,23.919613
147.0,14494.237,516.7698,21.877634
147.5,14543.538,691.05585,188.4627
148.0,14592.838,667.31476,101.84439
148.5,14642.139,640.0489,107.06509
149.0,14691.4375,620.90845,100.40458
149.5,14740.738,594.69806,69.55872
150.0,14790.038,783.19147,241.31035
150.5,14839.338,1035.1912,297.04428
151.0,14888.639,1036.0398,240.9805
151.5,14937.938,1032.9341,213.91655
152.0,14987.239,957.48584,212.61502
152.5,15036.539,989.33795,212.89368
153.0,15085.839,952.88806,177.61256
153.5,15135.14,972.66626,189.79158
154.0,15184.439,709.089599609375,
154.5,15233.739,651.5638427734375,
155.0,15283.039,642.92626953125,
155.5,15332.34,636.1890869140625,
156.0,15381.64,606.6044921875,
156.5,15430.939,620.38720703125,
157.0,15480.24,615.3471069335938,
157.5,15529.54,649.7072,204.04329
158.0,15578.841,652.4126,234.3792
158.5,15628.14,602.2307,143.61707
159.0,15677.44,574.06635,18.3939
159.5,15726.741,563.97015,21.108162
160.0,15776.041,558.6512,18.665869
160.5,15825.342,550.9664,20.83917
161.0,15874.641,541.963,27.16155
161.5,15923.941,545.72266,17.605278
162.0,15973.241,550.2668,17.665718
162.5,16022.541,551.9975,24.212803
163.0,16071.842,557.3066,28.776806
163.5,16121.142,542.6848,20.88767
164.0,16170.442,542.37335,22.453459
164.5,16219.742,537.6051,28.680025
165.0,16269.042,532.9476,22.214603
165.5,16318.342,525.4144,41.86371
166.0,16367.643,531.80475,35.30018
166.5,16416.943,540.48315,34.52507
167.0,16466.242,533.2002,31.956902
167.5,16515.543,517.863,137.04387
168.0,16564.844,531.583,36.017677
168.5,16614.143,534.33435,37.780914
169.0,16663.443,536.5982,35.520992
169.5,16712.742,528.9149,31.007215
170.0,16762.043,525.0715,18.805042
170.5,16811.344,524.29407,16.91133
171.0,16860.645,519.84924,23.688202
171.5,16909.943,514.61835,23.346737
172.0,16959.244,520.3608,19.087957
172.5,17008.545,517.9127,23.463844
173.0,17057.844,517.36383,25.906565
173.5,17107.145,519.0056,29.539442
174.0,17156.443,519.9429,30.193562
174.5,17205.744,517.711,30.859001
175.0,17255.045,516.4706,31.913568
175.5,17304.346,517.17596,29.245844
176.0,17353.645,504.46506,21.694584
176.5,17402.945,496.0308,26.293045
177.0,17452.244,490.83743,31.109932
177.5,17501.545,491.02017,32.104347
178.0,17550.846,482.50385,30.739857
178.5,17600.146,483.0874,19.260914
179.0,17649.445,482.00427,13.293131
179.5,17698.746,480.51843,18.511728
180.0,17748.047,484.06436,16.17761
180.5,17797.346,480.55856,12.949848
181.0,17846.646,480.90356,12.532058
181.5,17895.945,480.97086,9.899834
182.0,17945.246,484.57062,13.459889
182.5,17994.547,493.42075,18.667938
183.0,18043.846,493.06216,15.860628
183.5,18093.146,488.84015,12.911536
184.0,18142.447,487.89233,13.07246
184.5,18191.748,486.20175,13.027943
185.0,18241.047,484.95343,16.748058
185.5,18290.348,483.25183,12.903328
186.0,18339.648,483.3877,12.519992
186.5,18388.947,486.53214,15.821128
187.0,18438.248,495.09244,12.622432
187.5,18487.549,502.20145,17.080885
188.0,18536.848,506.6989,12.483387
188.5,18586.148,512.86304,13.839068
189.0,18635.447,509.42236,12.650665
189.5,18684.748,513.61884,10.549212
190.0,18734.049,529.4713,13.826782
190.5,18783.35,544.0396,19.95212
191.0,18832.648,547.49176,16.519691
191.5,18881.95,531.21484,19.851591
192.0,18931.25,539.0076,12.581838
192.5,18980.549,536.13983,12.72695
193.0,19029.85,551.83527,20.372475
193.5,19079.148,612.0894,56.239075
194.0,19128.45,645.2524,48.595917
194.5,19177.75,641.3347,21.828146
195.0,19227.049,648.6518,23.970991
195.5,19276.35,663.1076,32.25472
196.0,19325.65,638.3326,25.88453
196.5,19374.951,616.91,30.589848
197.0,19424.25,594.78375,20.19334
197.5,19473.55,574.9058,22.375849
198.0,19522.852,552.777,23.916574
198.5,19572.15,548.85236,17.392874
199.0,19621.451,674.98083,228.64944
199.5,19670.75,970.86,355.263
200.0,19720.05,995.9966,259.4935
200.5,19769.352,1019.95374,204.67033
201.0,19818.65,950.2666,177.20926
201.5,19867.951,865.5619,130.98433
202.0,19917.252,928.91895,124.039604
202.5,19966.553,920.21094,101.26326
203.0,20015.852,843.12634,142.24117
203.5,20065.152,790.468,122.83872
204.0,20114.451,720.2374,122.78226
204.5,20163.752,703.36707,94.5461
205.0,20213.053,661.58936,104.4801
205.5,20262.352,683.52515,156.24428
206.0,20311.652,583.2944,27.370573
206.5,20360.953,591.0939,27.197668
207.0,20410.252,602.37244,20.621033
207.5,20459.553,637.1448,35.67881
208.0,20508.854,749.9788,85.2698
208.5,20558.154,776.1965,141.0596
209.0,20607.453,980.8873,140.35562
209.5,20656.754,723.5016,210.90656
210.0,20706.055,631.6502685546875,
210.5,20755.354,660.2501220703125,
211.0,20804.654,598.85302734375,
211.5,20853.953,581.5782470703125,
212.0,20903.254,567.100341796875,
212.5,20952.555,553.60614,28.016207
213.0,21001.854,558.3006,26.821302
213.5,21051.154,576.1617,31.744972
214.0,21100.455,576.74384,18.56233
214.5,21149.756,592.2181,23.381737
215.0,21199.055,547.8115844726562,
215.5,21248.355,538.0416259765625,
216.0,21297.654,633.1342163085938,
216.5,21346.955,583.64026,26.593126
217.0,21396.256,581.0203,33.73055
217.5,21445.557,575.17883,36.08161
218.0,21494.855,559.0104,33.781647
218.5,21544.156,552.84247,45.893227
219.0,21593.455,537.59827,21.812891
219.5,21642.756,529.7328,33.38629
220.0,21692.057,525.55774,29.251293
220.5,21741.355,522.40625,20.203411
221.0,21790.656,518.4279,20.828882
221.5,21839.957,506.93735,34.652245
222.0,21889.258,516.15967,21.295765
222.5,21938.557,507.43546,31.15243
223.0,21987.857,521.5651,34.710793
223.5,22037.156,515.85895,48.674145
224.0,22086.457,518.56213,37.335964
224.5,22135.758,520.3831,26.914885
225.0,22185.057,518.80963,23.136436
225.5,22234.357,517.04736,19.719429
226.0,22283.658,508.8981,20.659746
226.5,22332.957,498.48645,26.074263
227.0,22382.258,499.60303,19.806698
227.5,22431.559,498.3281,27.715597
228.0,22480.86,504.7089,24.01583
228.5,22530.158,500.51013,39.674793
229.0,22579.459,505.3498,20.955812
229.5,22628.76,504.4943,23.151016
230.0,22678.059,511.2029,30.868755
230.5,22727.36,508.21262,26.598618
231.0,22776.658,507.89664,21.249754
231.5,22825.959,512.9262,25.00035
232.0,22875.26,523.35376,23.727978
232.5,22924.559,507.88104,44.360485
233.0,22973.86,536.24554,27.354431
233.5,23023.16,539.0513,38.32194
234.0,23072.46,524.7992,30.76454
234.5,23121.76,538.0576,29.916847
235.0,23171.06,537.5718,36.656464
235.5,23220.36,518.27686,22.18238
236.0,23269.66,510.69937,34.059593
236.5,23318.96,509.02576,19.381401
237.0,23368.26,498.73843,31.061152
237.5,23417.56,505.6585,23.05414
238.0,23466.86,500.70447,41.154316
238.5,23516.16,502.44922,22.09306
239.0,23565.46,498.02728,25.967312
239.5,23614.762,504.97446,26.987762
240.0,23664.062,509.95117,27.138205
240.5,23713.361,512.4392,24.317583
241.0,23762.662,521.2474,32.159763
241.5,23811.963,536.9559,26.103003
242.0,23861.262,553.8099,30.34663
242.5,23910.562,545.4868,22.26039
243.0,23959.861,549.93665,22.257078
243.5,24009.162,539.4323,22.152372
244.0,24058.463,553.72485,13.333402
244.5,24107.762,543.8068,19.008724
245.0,24157.062,543.991,26.218138
245.5,24206.363,546.7775,14.3814745
246.0,24255.664,534.6566,25.295465
246.5,24304.963,555.9584,27.064783
247.0,24354.264,585.61774,44.188274
247.5,24403.562,602.25995,40.291977
248.0,24452.863,582.35315,49.610046
248.5,24502.164,581.28174,84.05994
249.0,24551.463,638.99896,46.915714
249.5,24600.764,652.03467,46.000618
250.0,24650.062,672.0028,50.31821
250.5,24699.363,815.9751,136.78297
251.0,24748.664,1079.8326,218.08565
251.5,24797.965,1008.40717,142.92143
252.0,24847.266,920.3196,152.23709
252.5,24896.564,827.2644,171.23349
253.0,24945.865,677.42017,159.07729
253.5,24995.166,694.5347,93.34391
254.0,25044.465,774.0136,115.855804
254.5,25093.766,869.0103,122.4538
255.0,25143.064,861.7473,96.581215
255.5,25192.365,852.14746,174.90573
256.0,25241.666,861.4249,194.7124
256.5,25290.967,874.4238,203.19116
257.0,25340.266,874.9297,195.33574
257.5,25389.566,932.9187,229.74995
258.0,25438.865,913.65344,244.48538
258.5,25488.166,880.7918,346.7614
259.0,25537.467,609.7261,771.7772
259.5,25586.766,560.5959,785.10864
260.0,25636.066,645.2852172851562,
260.5,25685.367,667.3349609375,
261.0,25734.666,671.302978515625,
261.5,25783.967,673.79638671875,
262.0,25833.268,670.5574951171875,
262.5,25882.566,639.218505859375,
263.0,25931.867,636.1754760742188,
263.5,25981.168,642.070556640625,
264.0,26030.467,624.93524,193.12152
264.5,26079.768,605.3008,142.95432
265.0,26129.066,620.9851,161.64961
265.5,26178.367,573.88855,51.514122
266.0,26227.668,556.78656,24.157402
266.5,26276.967,551.56366,27.880674
267.0,26326.268,580.0387,147.35951
267.5,26375.568,614.6584,211.43852
268.0,26424.867,620.85144,207.51714
268.5,26474.168,636.9388,208.23654
269.0,26523.469,607.57227,165.83572
269.5,26572.77,648.93555,231.48285
270.0,26622.068,681.8672,293.81412
270.5,26671.37,719.5795,348.41925
271.0,26720.668,717.21497,348.17035
271.5,26769.97,721.1437,348.1515
272.0,26819.27,704.0624,347.91455
272.5,26868.568,675.7165,317.5035
273.0,26917.871,659.2846,318.0369
273.5,26967.168,619.9037,291.82333
274.0,27016.47,606.5477,257.66135
274.5,27065.771,507.01782,31.636698
275.0,27115.068,509.43643,24.10322
275.5,27164.371,503.8353,22.024986
276.0,27213.67,504.784,21.567156
276.5,27262.97,502.90924,19.252338
277.0,27312.271,506.3935,21.44781
277.5,27361.57,505.99246,24.049122
278.0,27410.871,502.28455,27.67605
278.5,27460.172,502.71667,24.516918
279.0,27509.47,503.9727,23.12155
279.5,27558.771,506.95593,25.511154
280.0,27608.072,507.11496,27.288097
280.5,27657.373,508.20145,36.21379
281.0,27706.672,492.8946,25.389881
281.5,27755.973,485.57108,32.681896
282.0,27805.271,493.1052,17.476315
282.5,27854.572,493.13892,13.340369
283.0,27903.873,492.98062,12.719154
283.5,27953.172,496.03265,22.927303
284.0,28002.473,494.5823,21.699255
284.5,28051.771,498.42236,18.066988
285.0,28101.072,501.57648,19.6079
285.5,28150.373,501.8048,18.893518
286.0,28199.672,500.23334,21.581745
286.5,28248.973,504.1523,18.024393
287.0,28298.273,510.37296,22.149086
287.5,28347.574,516.164,20.164293
288.0,28396.873,522.2767,28.64207
288.5,28446.174,520.3253,29.018003
289.0,28495.473,517.47015,22.3
289.5,28544.773,522.6609,16.130106
290.0,28594.074,523.4588,20.617517
290.5,28643.373,521.3702,17.580147
291.0,28692.674,514.96,16.274752
291.5,28741.977,517.2436,16.384708
292.0,28791.273,514.2038,12.388983
292.5,28840.576,526.95593,17.321968
293.0,28889.873,530.20074,16.781225
293.5,28939.174,532.68915,14.623028
294.0,28988.477,529.6408,12.787432
294.5,29037.775,530.0937,14.531934
295.0,29087.076,530.7134,14.311916
295.5,29136.375,524.13446,48.0673
296.0,29185.676,529.202,14.102357
296.5,29234.977,538.05084,27.636244
297.0,29284.275,542.39026,35.20077
297.5,29333.576,566.75696,36.78772
298.0,29382.877,584.6128,29.3972
298.5,29432.178,599.5612,33.439934
299.0,29481.477,586.3236,16.755474
299.5,29530.777,590.7533,27.000166
300.0,29580.076,606.895,23.171078
300.5,29629.377,688.17584,118.25014
301.0,29678.678,788.17847,116.64905
301.5,29727.977,793.39764,76.597115
302.0,29777.277,807.3626,95.60523
302.5,29826.578,793.36176,84.812256
303.0,29875.877,681.0243,110.96435
303.5,29925.178,653.6876,108.93289
304.0,29974.477,615.23785,93.45289
304.5,30023.777,774.4932,113.6348
305.0,30073.078,640.454,114.50021
305.5,30122.379,620.82404,50.24981
306.0,30171.678,722.54974,155.94543
306.5,30220.979,705.6312,104.305725
307.0,30270.28,677.32367,112.3097
307.5,30319.578,672.4213,104.240845
308.0,30368.879,638.7722,100.480125
308.5,30418.178,633.9351,115.495186
309.0,30467.479,659.8923,148.57913
309.5,30516.78,689.2275,185.27046
310.0,30566.078,712.0399,219.35051
310.5,30615.379,701.86096,213.42644
311.0,30664.678,721.30426,239.54771
311.5,30713.979,745.2736,258.88147
312.0,30763.28,780.4836,276.941
312.5,30812.58,785.6178,283.20505
313.0,30861.879,796.8324,286.91916
313.5,30911.182,851.6395,322.3123
314.0,30960.48,830.4707,308.63788
314.5,31009.78,805.1046,284.2717
315.0,31059.082,774.2336,273.96228
315.5,31108.379,776.4135,295.52893
316.0,31157.682,767.1287,292.4118
316.5,31206.982,773.7692,327.5498
317.0,31256.28,700.59064,281.93906
317.5,31305.582,629.54047,200.28906
318.0,31354.883,579.01636,80.829834
318.5,31404.182,571.67957,82.31092
319.0,31453.482,582.00134,70.70019
319.5,31502.781,578.0726,56.907894
320.0,31552.082,632.4596,169.18
320.5,31601.383,625.7762,167.4196
321.0,31650.682,602.9744,142.06758
321.5,31699.982,656.5791,241.96301
322.0,31749.283,671.8518,281.4028
322.5,31798.582,620.5647,192.30104
323.0,31847.883,643.3863,268.07703
323.5,31897.184,652.31696,282.9185
324.0,31946.482,640.5767,257.4979
324.5,31995.783,667.8896,293.35168
325.0,32045.084,668.4103,287.82806
325.5,32094.383,655.81305,289.5591
326.0,32143.684,627.45905,264.10388
326.5,32192.982,622.68585,259.07413
327.0,32242.283,619.99994,255.95473
327.5,32291.584,621.7159,265.7123
328.0,32340.883,624.9446,267.85864
328.5,32390.184,623.5168,263.56165
329.0,32439.484,632.3332,281.21002
329.5,32488.783,629.5579,277.5364
330.0,32538.084,628.5002,281.98447
330.5,32587.385,619.8505,266.3884
331.0,32636.684,599.772,240.52351
331.5,32685.984,554.3233,47.83176
332.0,32735.285,558.0849,18.68257
332.5,32784.586,559.6746,19.027678
333.0,32833.887,562.81647,18.167273
333.5,32883.188,565.978,14.422497
334.0,32932.484,564.40454,32.415264
334.5,32981.785,562.05975,41.629234
335.0,33031.086,537.7663,22.613398
335.5,33080.387,530.55597,18.459412
336.0,33129.688,525.91833,29.189024
336.5,33178.984,522.58264,17.940456
337.0,33228.285,524.1824,58.33053
337.5,33277.586,517.95844,14.185909
338.0,33326.887,525.2856,28.579727
338.5,33376.188,525.45135,25.281256
339.0,33425.49,520.619,24.75529
339.5,33474.785,514.6781,18.146532
340.0,33524.086,504.33206,16.408382
340.5,33573.387,504.09845,19.621475
341.0,33622.688,502.88895,15.286652
341.5,33671.99,501.37604,18.449598
342.0,33721.285,495.47583,13.252512
342.5,33770.586,494.43777,13.907466
343.0,33819.887,496.08615,11.180097
343.5,33869.188,501.4383,9.363271
344.0,33918.49,505.21704,11.602945
344.5,33967.79,505.38538,13.319388
345.0,34017.086,510.10535,16.276655
345.5,34066.387,516.3617,26.691689
346.0,34115.688,530.80084,26.580317
346.5,34164.99,546.3918,39.85349
347.0,34214.29,540.197,72.533554
347.5,34263.59,537.7828,26.161392
348.0,34312.887,520.63464,27.922626
348.5,34362.188,527.8912,24.226194
349.0,34411.49,538.9327,42.98629
349.5,34460.79,537.04626,21.42911
350.0,34510.09,541.2602,32.020016
350.5,34559.387,539.92694,23.8168
351.0,34608.69,540.1136,18.545061
351.5,34657.992,540.24713,19.640923
352.0,34707.29,538.66766,11.428676
352.5,34756.59,541.63007,11.228107
353.0,34805.89,542.2988,19.019564
353.5,34855.19,537.3651,8.398725
354.0,34904.492,536.90234,14.742467
354.5,34953.79,535.1238,10.647717
355.0,35003.09,539.9694,10.858444
355.5,35052.39,542.29285,10.765925
356.0,35101.69,540.60504,9.364376
356.5,35150.992,547.3957,10.170168
357.0,35200.293,548.4471,10.0662565
357.5,35249.59,549.80664,11.997384
358.0,35298.89,589.3702,25.548937
358.5,35348.19,595.2639,17.411064
359.0,35397.492,591.8724,18.69092
359.5,35446.793,614.5639,36.551697
360.0,35496.094,690.99585,52.76545
360.5,35545.39,824.873,87.423134
361.0,35594.69,771.05536,62.289753
361.5,35643.992,794.795,48.94738
362.0,35693.293,807.5074,35.616306
362.5,35742.594,724.7117,76.81299
363.0,35791.89,838.8439,85.31358
363.5,35841.19,912.0774,84.22204
364.0,35890.492,927.6159,52.395138
364.5,35939.793,897.6297,73.729515
365.0,35989.094,816.3523,83.33231
365.5,36038.395,766.4387,71.63654
366.0,36087.69,714.63763,74.32462
366.5,36136.992,695.1392,72.01377
