SB_DEPTH_cm,hiresMS
0.99745226,
1.4974523,
1.9974523,
2.4974523,
2.9974523,
3.4974523,
3.9974523,26.9295
4.4974523,35.401085
4.9974523,43.6387
5.4974523,40.631035
5.9974523,37.346237
6.4974523,23.460861
6.9974523,9.954023
7.4974523,8.450192
7.9974523,6.9803324
8.497452,6.4289274
8.997452,6.0716496
9.497452,10.282375
9.997452,14.626433
10.497452,21.744564
10.997452,28.43359
11.497452,27.13027
11.997452,26.032055
12.497452,28.388058
12.997452,31.029121
13.497452,38.046997
13.997452,44.86564
14.497452,48.875854
14.997452,52.292473
15.497452,47.981487
15.997452,44.088123
16.497452,45.24106
16.997452,46.508427
17.497452,49.064945
17.997452,51.56501
18.497452,53.46986
18.997452,55.05288
19.497452,53.448788
19.997452,52.2378
20.497452,54.69406
20.997452,56.843807
21.497452,56.292404
21.997452,55.719543
22.497452,54.967625
22.997452,54.350574
23.497452,54.801723
23.997452,54.847515
24.497452,51.83985
24.997452,49.567814
25.497452,52.57548
25.997452,56.19617
26.497452,64.01608
26.997452,70.46131
27.497452,67.90479
27.997452,
28.497452,
28.997452,
29.497452,
29.997452,
30.497452,
30.997452,
31.497452,
31.997452,
32.49745,
32.99745,
33.49745,
33.99745,45.21188
34.49745,47.066605
34.99745,48.626053
35.49745,48.776436
35.99745,49.177143
36.49745,50.731094
36.99745,51.383926
37.49745,48.025364
37.99745,45.262196
38.49745,45.061687
38.99745,45.317364
39.49745,47.472855
39.99745,48.45288
40.49745,44.693302
40.99745,42.36411
41.49745,45.62241
41.99745,47.94866
42.49745,46.745594
42.99745,45.810726
43.49745,45.860855
43.99745,46.28441
44.49745,48.03888
44.99745,49.73716
45.49745,51.24099
45.99745,52.45747
46.49745,52.70811
46.99745,52.70026
47.49745,51.848087
47.99745,51.332054
48.49745,51.88346
48.99745,52.56973
49.49745,53.67254
49.99745,53.198345
50.49745,47.985058
50.99745,43.627457
51.49745,41.77273
51.99745,40.595406
52.49745,41.347317
52.99745,42.046104
53.49745,42.597507
53.99745,42.120068
54.49745,38.861763
54.99745,37.23102
55.49745,39.887794
55.99745,41.757854
56.49745,41.60747
56.99745,42.272408
57.49745,44.979305
57.99745,46.623375
58.49745,45.670948
58.99745,43.429638
59.49745,38.11612
59.99745,33.17934
60.49745,29.118994
60.99745,26.575855
61.49745,27.478155
61.99745,28.364874
62.49745,29.217045
62.99745,29.398813
63.49745,28.12891
63.99745,26.859009
64.49745,25.589106
64.99745,24.319204
65.49745,23.049301
65.99745,23.578026
66.49745,27.738628
66.99745,35.962055
67.49745,52.20344
67.99745,62.626183
68.49745,61.82414
68.99745,60.48365
69.49745,58.127647
69.99745,55.331028
70.49745,51.721832
70.99745,
71.49745,
71.99745,
72.49745,
72.99745,
73.49745,
73.99745,
74.49745,
74.99745,
75.49745,
75.99745,
76.49745,
76.99745,39.507042
77.49745,37.201164
77.99745,33.439884
78.49745,27.424555
78.99745,26.190771
79.49745,32.2061
79.99745,36.122856
80.49745,36.9249
80.99745,37.011753
81.49745,36.059326
81.99745,34.775867
82.49745,33.021397
82.99745,31.895275
83.49745,31.644636
83.99745,31.05479
84.49745,30.002108
84.99745,29.936398
85.49745,31.189592
85.99745,31.791443
86.49745,31.540804
86.99745,30.894766
87.49745,29.741837
87.99745,28.67779
88.49745,27.725363
88.99745,26.930275
89.49745,26.328743
89.99745,26.27279
90.49745,26.874323
90.99745,25.843708
91.49745,22.886171
91.99745,23.020018
92.49745,26.729471
92.99745,28.864492
93.49745,29.215387
93.99745,29.1387
94.49745,28.587296
94.99745,28.42005
95.49745,28.670687
95.99745,29.212511
96.49745,30.064682
96.99745,30.107666
97.49745,29.305622
97.99745,28.082382
98.49745,26.428167
98.99745,26.125668
99.49745,27.17835
99.99745,28.25632
100.49745,29.359129
100.99745,31.12605
101.49745,33.532185
101.99745,34.41622
102.49745,33.864815
102.99745,30.291182
103.49745,23.92496
103.99745,21.084162
104.49745,21.435055
104.99745,25.664272
105.49745,33.333817
105.99745,33.869415
106.49745,28.20498
106.99745,39.29985
107.49745,64.66448
107.99745,96.1511
108.49745,132.74435
108.99745,131.37961
109.49745,98.997086
109.99745,
110.49745,
110.99745,
111.49745,
111.99745,
112.49745,
112.99745,
113.49745,
113.99745,
114.49745,
114.99745,
115.49745,
115.99745,25.74751
116.49745,25.145979
116.99745,24.929628
117.49745,24.979757
117.99745,27.86896
118.49745,32.68122
118.99745,35.654907
119.49745,37.409363
119.99745,36.549843
120.49745,33.993332
120.99745,34.01147
121.49745,35.665688
121.99745,35.311
122.49745,33.706913
122.99745,32.35212
123.49745,31.149055
123.99745,29.19198
124.49745,26.785849
124.99745,25.963345
125.49745,26.0636
125.99745,27.792185
126.49745,30.448956
126.99745,25.124218
127.49745,15.349309
127.99745,17.057796
128.49745,25.028107
128.99745,27.734612
129.49745,27.634356
129.99745,29.280447
130.49745,31.836962
130.99745,32.533974
131.49745,32.283337
131.99745,32.23346
132.49745,32.28359
132.99745,32.03027
133.49745,31.629248
133.99745,31.5
134.49745,31.5
134.99745,31.123499
135.49745,30.572094
135.99745,31.29655
136.49745,32.599873
136.99745,33.069477
137.49745,33.16973
137.99745,33.234993
138.49745,33.285122
138.99745,32.91226
139.49745,32.360855
139.99745,32.874588
140.49745,33.827015
140.99745,32.383514
141.49745,29.977383
141.99745,30.66859
142.49745,32.573444
142.99745,36.364395
143.49745,40.87589
143.99745,43.01315
144.49745,44.266323
144.99745,45.44595
145.49745,46.59889
145.99745,45.34449
146.49745,43.239124
146.99745,47.58518
147.49745,54.15191
147.99745,65.562195
148.49745,78.595406
148.99745,75.10898
149.49745,66.236374
149.99745,81.606606
150.49745,104.66537
150.99745,147.34055
151.49745,196.06471
151.99745,181.49748
152.49745,147.96202
152.99745,123.278496
153.49745,101.17217
153.99745,
154.49745,
154.99745,
155.49745,
155.99745,
156.49745,
156.99745,
157.49745,
157.99745,
158.49745,
158.99745,
159.49745,
159.99745,59.127563
160.49745,61.383312
160.99745,60.08354
161.49745,57.978176
161.99745,56.44854
162.49745,55.044964
162.99745,57.61377
163.49745,61.022457
163.99745,59.518276
164.49745,57.01189
164.99745,57.77292
165.49745,59.176495
165.99745,58.4728
166.49745,57.36999
166.99745,58.599228
167.49745,60.253445
167.99745,57.94062
168.49745,54.932953
168.99745,56.044827
169.49745,57.849422
169.99745,60.431034
170.49745,63.13793
170.99745,63.32631
171.49745,63.125797
171.99745,58.55746
172.49745,53.344177
172.99745,56.2147
173.49745,60.22492
173.99745,59.285946
174.49745,57.681858
174.99745,57.899998
175.49745,58.35114
175.99745,57.416634
176.49745,56.31382
176.99745,53.233032
177.49745,49.9246
177.99745,47.655987
178.49745,45.500496
178.99745,49.982895
179.49745,55.146053
179.99745,56.92589
180.49745,58.3796
180.99745,56.063274
181.49745,53.406506
181.99745,55.557804
182.49745,58.11432
182.99745,56.812416
183.49745,55.20833
183.99745,55.614166
184.49745,56.165573
184.99745,57.186954
185.49745,58.239635
185.99745,59.717598
186.49745,61.22143
186.99745,63.62793
187.49745,66.08419
187.99745,68.15833
188.49745,70.21358
188.99745,73.085144
189.49745,75.99255
189.99745,70.838
190.49745,65.37408
190.99745,74.760544
191.49745,84.63571
191.99745,81.92405
192.49745,78.86626
192.99745,95.621284
193.49745,112.815094
193.99745,109.7971
194.49745,106.43854
194.99745,101.44474
195.49745,96.43197
195.99745,92.36555
196.49745,88.30521
196.99745,78.53761
197.49745,68.97425
197.99745,114.64061
198.49745,159.96477
198.99745,167.23329
199.49745,174.17598
199.99745,158.18524
200.49745,142.59097
200.99745,147.35312
201.49745,151.76707
201.99745,142.14255
202.49745,132.68398
202.99745,128.72389
203.49745,124.46553
203.99745,111.833336
204.49745,99.73563
204.99745,100.63793
205.49745,100.769135
205.99745,84.37737
206.49745,68.257065
206.99745,57.32922
207.49745,46.61282
207.99745,39.544918
208.49745,32.129017
208.99745,19.246187
209.49745,7.2390647
209.99745,7.8405976
210.49745,9.39007
210.99745,23.52609
211.49745,36.283623
211.99745,32.072895
212.49745,28.980236
212.99745,38.705017
213.49745,47.363678
213.99745,44.59412
214.49745,41.824562
214.99745,39.055004
215.49745,36.28545
215.99745,33.515892
216.49745,30.746334
216.99745,27.976776
217.49745,25.833849
217.99745,28.991896
218.49745,31.37229
218.99745,27.512455
219.49745,24.129051
219.99745,24.37969
220.49745,25.813124
220.99745,35.83867
221.49745,44.833878
221.99745,46.688606
222.49745,48.39207
222.99745,49.09386
223.49745,50.150913
223.99745,53.459343
224.49745,56.080288
224.99745,54.52633
225.49745,53.64058
225.99745,56.648243
226.49745,59.1924
226.99745,59.142273
227.49745,59.139267
227.99745,59.389908
228.49745,59.356716
228.99745,57.852886
229.49745,55.29508
229.99745,47.47515
230.49745,41.698246
230.99745,45.758595
231.49745,48.8781
231.99745,47.62491
232.49745,45.9882
232.99745,42.629646
233.49745,40.528915
233.99745,43.88747
234.49745,45.250088
234.99745,38.232204
235.49745,33.510586
235.99745,38.12234
236.49745,41.332954
236.99745,39.027077
237.49745,36.88774
237.99745,35.383907
238.49745,34.22133
238.99745,34.321583
239.49745,35.797516
239.99745,42.213863
240.49745,48.04919
240.99745,51.8589
241.49745,53.725674
241.99745,49.013668
242.49745,46.264652
242.99745,49.974106
243.49745,53.26566
243.99745,55.220642
244.49745,56.712196
244.99745,56.76232
245.49745,56.189907
245.99745,53.733646
246.49745,54.886
246.99745,66.666016
247.49745,73.2613
247.99745,64.99022
248.49745,62.27042
248.99745,75.05299
249.49745,91.594475
249.99745,118.362686
250.49745,145.5702
250.99745,173.94249
251.49745,181.60487
251.99745,135.73799
252.49745,105.09284
252.99745,112.812515
253.49745,124.11237
253.99745,144.2136
254.49745,149.97766
254.99745,121.35472
255.49745,97.98381
255.99745,86.90575
256.49747,80.17663
256.99747,83.38485
257.49747,86.77924
257.99747,90.58889
258.49747,84.005646
258.99747,54.780727
259.49747,
259.99747,
260.49747,
260.99747,
261.49747,
261.99747,
262.49747,
262.99747,
263.49747,
263.99747,
264.49747,
264.99747,
265.49747,30.191128
265.99747,35.304077
266.49747,40.185497
266.99747,44.646935
267.49747,47.734924
267.99747,48.386574
268.49747,48.415165
268.99747,47.362465
269.49747,47.16455
269.99747,48.417725
270.49747,49.89695
270.99747,51.751705
271.49747,52.002636
271.99747,49.646667
272.49747,48.58695
272.99747,49.58952
273.49747,50.474453
273.99747,51.17623
274.49747,51.758865
274.99747,52.159897
275.49747,52.259197
275.99747,51.90831
276.49747,51.027813
276.99747,49.373573
277.49747,47.657475
277.99747,45.8529
278.49747,45.259365
278.99747,46.362194
279.49747,46.091125
279.99747,43.935665
280.49747,43.17061
280.99747,44.273438
281.49747,45.07318
281.99747,45.474197
282.49747,46.77321
282.99747,49.229504
283.49747,49.24833
283.99747,46.190582
284.49747,44.679306
284.99747,45.080334
285.49747,40.766106
285.99747,30.740711
286.49747,24.86444
286.99747,23.912
287.49747,25.602139
287.99747,30.364202
288.49747,38.407074
288.99747,50.18691
289.49747,54.836525
289.99747,51.528046
290.49747,50.25496
290.99747,51.207375
