picked_depths_cm,est_age,est_age_poserr,est_age_negerr
0.0,0.0,75.0,75.0
2.909834861755371,72.03148350400018,138.50100294185512,140.1105994999821
48.13231658935547,1191.4910409465517,237.1418215687063,242.37185808219851
110.77997589111328,1536.3420479232336,149.03137357733794,158.02095006102036
170.10855102539062,1825.2604133396035,109.18664939966129,122.00948179678585
243.95809936523438,2406.3538803669912,104.81805845772351,106.11337709983536
309.50994873046875,2927.627885341875,143.44078695233566,134.0239092780962
377.5511169433594,3455.797835572479,124.27624922593668,123.15572963853992
427.7522277832031,3845.261527160118,155.65186380478053,161.1013311215993
475.4640197753906,4617.594857812515,152.48810539803162,162.01827344055346
510.9739074707031,5319.570305890421,131.43104675305676,131.9102353095832
562.5899047851562,6119.965244479981,117.73674843971821,104.85729158979393
587.4830322265625,6505.280144917761,127.89262532083285,104.97193777029133
616.7695922851562,6958.5999617910675,155.73802825903567,120.08605091867048
638.5138549804688,7337.964489964639,74.48891330038441,90.21697544935978
661.3325805664062,8045.800495784906,93.92309923467656,107.82295055278246
683.3214721679688,8449.267847842351,84.08512841431548,85.83738141932554
717.342041015625,8963.904057918106,83.36049704176548,95.99600454646315
739.745849609375,9298.99447268922,105.27006439864999,124.51847677071055
768.7877807617188,10100.222670667827,85.3873109207816,182.3611001468562
797.0000000000001,10911.747703494877,246.36668476444902,416.6860984101986
