SB_DEPTH_cm,SB_DEPTH_pxl,R,R_std,G,G_std,B,B_std,Lumin,Lumin_std
158.55038,15734.049,117.218414,19.120464,112.97372,19.444391,83.49294,16.361101,111.74763,19.109428
159.05038,15783.667,119.311905,14.393447,115.460304,14.46894,86.13998,12.823212,114.162224,14.282675
159.55038,15833.286,128.62654,13.246338,125.28868,13.451572,94.69238,11.8221245,123.78926,13.226942
160.05038,15882.904,134.26721,7.3954554,130.29262,7.3170543,98.012184,7.263252,128.80696,7.2308283
160.55038,15932.522,120.1108,9.293659,116.03408,8.447346,86.25691,7.3993387,114.75088,8.458034
161.05038,15982.142,106.424736,12.663866,103.29711,12.093026,76.816505,10.001938,102.05014,11.979305
161.55038,16031.76,105.60808,9.107251,103.648224,8.613301,78.08708,7.3035574,102.219376,8.502677
162.05038,16081.378,108.41526,8.664626,106.97457,8.145147,81.54653,6.985406,105.444954,8.067885
162.55038,16130.996,136.04271,4.298161,132.96233,3.8026824,99.63214,3.2658293,131.21078,3.7040236
163.05038,16180.615,135.94177,4.3998747,132.19168,3.974822,98.47596,3.546369,130.55469,3.8638742
163.55038,16230.233,138.88063,5.0786095,135.41487,4.325773,100.72413,3.5059414,133.64702,4.2780867
164.05038,16279.852,138.50291,4.815594,134.85036,4.146409,99.72944,3.4483383,133.09117,4.0890307
164.55038,16329.47,136.87607,4.6737003,132.9409,4.0553064,97.3742,3.7078135,131.2096,4.0128183
