SB_DEPTH_cm,SB_DEPTH_pxl,CT,CT_std
88.0,8732.646,766.00665,122.019394
88.5,8782.265,747.30743,112.332245
89.0,8831.882,842.967,313.7011
89.5,8881.499,676.1921,162.44646
90.0,8931.116,682.9903564453125,
90.5,8980.733,707.566650390625,
91.0,9030.351,710.8162841796875,
91.5,9079.968,699.7879638671875,
92.0,9129.585,699.2166748046875,
92.5,9179.203,721.7764892578125,
93.0,9228.82,681.8984985351562,
93.5,9278.4375,640.474853515625,
94.0,9328.055,615.2201,23.61664
94.5,9377.672,627.94415,32.612087
95.0,9427.289,631.7057,54.047226
95.5,9476.907,667.5264,59.399918
96.0,9526.523,654.5216,49.077095
96.5,9576.142,674.1079,44.951874
97.0,9625.759,672.1957,39.59026
97.5,9675.376,662.5673,45.335247
98.0,9724.993,686.2641,43.898838
98.5,9774.61,739.4942,122.43266
99.0,9824.228,716.1359,113.509155
99.5,9873.845,669.499,73.48558
100.0,9923.463,652.6184,49.156868
100.5,9973.079,644.64105,30.772198
101.0,10022.697,614.4037,47.29879
101.5,10072.314,645.1255,29.065943
102.0,10121.932,643.2246,22.79327
102.5,10171.549,621.8942,34.737476
103.0,10221.167,638.23883,30.324692
103.5,10270.783,695.1193,37.547882
104.0,10320.401,754.8769,110.137276
104.5,10370.019,632.3458,29.053871
105.0,10419.636,785.8716,178.21857
105.5,10469.253,597.76086,37.45977
106.0,10518.87,604.1446,26.662996
106.5,10568.487,601.87665,28.89891
107.0,10618.1045,597.44073,24.514347
107.5,10667.723,593.9677,19.237625
108.0,10717.339,583.0967,20.604109
108.5,10766.957,586.3374,29.2164
109.0,10816.574,590.88007,21.48307
109.5,10866.191,609.0409,19.222069
110.0,10915.809,616.7403,27.191433
110.5,10965.426,614.2712,29.538914
111.0,11015.043,620.45917,28.49213
111.5,11064.661,621.79346,36.824432
112.0,11114.277,625.08673,32.342995
112.5,11163.8955,626.59937,49.528507
113.0,11213.513,626.82007,33.192577
113.5,11263.13,631.25745,41.60283
114.0,11312.747,642.86835,51.976852
114.5,11362.364,676.1858,55.613842
115.0,11411.981,717.15106,109.94225
115.5,11461.599,831.68805,169.25471
116.0,11511.217,766.7593,168.51294
116.5,11560.833,904.06323,161.88474
117.0,11610.451,727.3363,155.96431
117.5,11660.068,633.46155,143.91391
118.0,11709.686,592.1541,33.56335
118.5,11759.303,592.52637,23.52714
119.0,11808.921,592.12427,27.282589
119.5,11858.537,586.8402,28.533688
120.0,11908.155,604.25464,24.196047
120.5,11957.772,610.84827,56.222897
121.0,12007.39,610.9101,27.397787
121.5,12057.007,612.96783,26.426031
122.0,12106.624,620.4998,33.08313
122.5,12156.241,602.81775,56.124718
123.0,12205.858,601.872,52.381756
123.5,12255.477,626.8151,37.95495
124.0,12305.093,620.3966,31.724604
124.5,12354.711,633.993,26.980629
125.0,12404.328,649.6884,33.495464
125.5,12453.945,652.8087,49.260723
126.0,12503.5625,662.64276,39.816753
126.5,12553.18,632.79645,97.359116
127.0,12602.797,724.4312,56.697132
127.5,12652.415,860.79553,144.79433
128.0,12702.032,944.3378,171.1675
128.5,12751.649,739.7278,110.33856
129.0,12801.267,670.32605,41.68712
129.5,12850.884,683.25244,53.940727
130.0,12900.502,680.98975,39.493538
130.5,12950.118,698.31866,105.82681
131.0,12999.735,691.7734,52.414337
131.5,13049.354,693.9204,45.57726
132.0,13098.97,719.69696,87.91385
132.5,13148.588,723.89374,53.891396
133.0,13198.204,761.2407,39.40358
133.5,13247.822,749.5203,73.08457
134.0,13297.439,752.33575,90.81253
134.5,13347.058,779.10187,138.02306
135.0,13396.674,826.6067,150.30629
135.5,13446.292,849.2536,142.58134
136.0,13495.909,826.55975,117.26301
136.5,13545.526,848.2531,118.8272
137.0,13595.144,882.2015380859375,
137.5,13644.761,896.2626953125,
138.0,13694.378,972.63605,181.34705
138.5,13743.995,1149.7584,214.2954
139.0,13793.612,1196.3984,156.1993
139.5,13843.23,1077.225,204.81036
140.0,13892.848,1187.8483,187.30403
140.5,13942.465,1129.8433,185.59651
141.0,13992.082,1116.648,233.54953
141.5,14041.699,1060.5167,196.91144
142.0,14091.316,871.3461,121.1054
142.5,14140.934,933.0645,141.83765
143.0,14190.552,993.667,134.38179
143.5,14240.168,1062.7661,246.50938
144.0,14289.786,940.77997,285.8901
144.5,14339.403,687.44305,223.3274
145.0,14389.021,619.99835,27.180378
145.5,14438.638,619.45264,20.794596
146.0,14488.255,622.5333,20.391953
146.5,14537.873,621.82556,21.747005
147.0,14587.489,634.13574,26.722475
147.5,14637.107,633.4092,21.81526
148.0,14686.725,635.7233,25.277103
148.5,14736.342,659.0036,29.174925
149.0,14785.959,659.00287,29.917463
149.5,14835.576,681.48773,23.734371
150.0,14885.193,712.41864,77.31065
150.5,14934.811,703.9593,48.44059
151.0,14984.428,734.2416,66.85557
151.5,15034.046,729.009,67.13765
152.0,15083.663,750.9686,113.83739
152.5,15133.28,950.0146,240.29189
153.0,15182.897,742.4966,219.943
153.5,15232.516,658.3901,62.238045
154.0,15282.132,650.13666,37.827644
154.5,15331.75,644.34155,53.25035
155.0,15381.366,654.84204,54.379265
155.5,15430.983,639.80365,51.552967
156.0,15480.602,624.58746,33.947075
156.5,15530.218,631.07935,25.298931
157.0,15579.836,631.5524,29.571331
157.5,15629.453,642.1802,29.292192
158.0,15679.071,651.9484,31.356834
158.5,15728.6875,669.54846,50.716034
159.0,15778.306,711.1897,75.95242
159.5,15827.923,735.77295,86.904205
160.0,15877.54,695.5437,81.42019
160.5,15927.157,729.4849,92.33761
161.0,15976.774,859.87885,197.02449
161.5,16026.392,927.0739,222.11429
162.0,16076.009,774.0359,174.9509
162.5,16125.626,663.7184,122.652214
163.0,16175.244,701.69293,161.9056
163.5,16224.86,670.7035,138.35365
164.0,16274.479,660.3212,140.70892
164.5,16324.096,654.60254,121.553825
165.0,16373.713,612.9736,31.20563
165.5,16423.33,612.3925,28.164248
166.0,16472.947,612.07965,38.01359
166.5,16522.564,633.2267,49.83841
167.0,16572.182,653.7049,44.486732
167.5,16621.8,647.89856,49.364567
168.0,16671.416,664.31323,43.69416
168.5,16721.035,655.8681,51.76593
169.0,16770.652,656.9745,51.71985
169.5,16820.27,662.7966,69.774216
170.0,16869.887,660.1634,56.819138
170.5,16919.504,665.77344,55.86847
171.0,16969.121,670.40924,58.429092
171.5,17018.738,661.21576,64.35121
172.0,17068.355,676.6104,81.78559
172.5,17117.973,690.6511,71.28574
173.0,17167.59,694.86426,68.09856
173.5,17217.207,679.5399,79.17148
174.0,17266.824,694.29755,76.61665
174.5,17316.441,682.2055,78.209656
175.0,17366.059,702.00745,82.931946
175.5,17415.676,680.87885,74.205795
176.0,17465.293,766.37915,171.68752
176.5,17514.91,1226.6643,168.33498
177.0,17564.53,1073.7817,299.0971
177.5,17614.145,812.8541,277.4285
178.0,17663.764,654.9415,42.094276
178.5,17713.38,645.5291,29.029856
179.0,17762.996,643.3445,33.48774
179.5,17812.615,642.7648,47.207615
180.0,17862.232,652.21155,32.57239
180.5,17911.85,650.9098,34.185764
181.0,17961.467,654.38525,25.016216
181.5,18011.084,689.5392,59.78131
182.0,18060.701,695.7733,51.02941
182.5,18110.318,706.50714,37.502934
183.0,18159.936,718.8639,46.698303
183.5,18209.553,741.12085,43.13415
184.0,18259.172,738.7604,52.287952
184.5,18308.79,725.8728,51.740097
185.0,18358.406,725.2907,48.042023
185.5,18408.023,714.46814,51.724346
186.0,18457.64,748.5027,62.909214
186.5,18507.258,732.656,49.26406
187.0,18556.875,738.6987,69.985916
187.5,18606.492,919.5522,164.75798
188.0,18656.11,1005.7066,127.04884
188.5,18705.727,808.4149780273438,
189.0,18755.344,819.882080078125,
189.5,18804.96,844.6234130859375,
190.0,18854.578,826.563232421875,
190.5,18904.195,826.373046875,
191.0,18953.814,783.1119384765625,
191.5,19003.43,764.677490234375,
192.0,19053.049,764.9686889648438,
192.5,19102.666,714.0265,256.50766
193.0,19152.283,787.2324,91.25277
193.5,19201.9,761.91547,68.366974
194.0,19251.518,891.72864,154.6011
194.5,19301.135,908.5363,166.8734
195.0,19350.752,861.9509,113.51557
195.5,19400.37,888.3907,86.85687
196.0,19449.986,867.8713,58.818775
196.5,19499.604,869.3985,53.63662
197.0,19549.22,888.7129,72.435814
197.5,19598.838,936.7082,129.29735
198.0,19648.455,980.91345,255.40506
198.5,19698.072,842.34094,199.2471
199.0,19747.69,849.57623,197.49902
199.5,19797.307,793.2947,138.82756
200.0,19846.924,762.77155,108.50925
200.5,19896.543,674.8645,92.01951
201.0,19946.158,654.3224,97.447014
201.5,19995.777,661.1522,92.57901
202.0,20045.395,683.82446,76.29412
202.5,20095.012,674.3063,67.32982
203.0,20144.629,696.5233,89.60363
203.5,20194.246,778.5258,172.65024
204.0,20243.863,880.33026,222.8187
204.5,20293.48,958.0045,250.29115
205.0,20343.098,950.46356,236.7973
205.5,20392.715,972.3322,254.42363
206.0,20442.332,941.6712,258.0824
206.5,20491.95,933.5956,243.31628
207.0,20541.566,956.7992,265.36414
207.5,20591.184,990.05066,239.40843
208.0,20640.803,1175.2424,286.18274
208.5,20690.42,1066.2616,280.3785
209.0,20740.037,1138.0398,285.01312
209.5,20789.654,1134.6692,282.6985
210.0,20839.271,1128.4061,245.86398
210.5,20888.889,1031.8993,326.21573
211.0,20938.506,938.581,255.64664
211.5,20988.123,882.5887,186.01952
212.0,21037.74,834.84796,148.68237
212.5,21087.357,826.9115,147.53612
213.0,21136.975,794.58575,85.494446
213.5,21186.592,798.8942,65.797646
214.0,21236.209,809.721,72.27256
214.5,21285.828,810.9803,48.027367
215.0,21335.443,892.5428,132.36386
215.5,21385.062,917.2679,157.29787
216.0,21434.68,957.2976,151.56276
216.5,21484.297,968.8487,242.70767
217.0,21533.914,932.04,273.25296
217.5,21583.531,916.19794,272.40387
218.0,21633.148,850.44366,207.76108
218.5,21682.766,824.2681,169.93793
219.0,21732.383,801.2658,93.85836
219.5,21782.0,797.58606,105.61153
220.0,21831.617,799.7725,112.73386
220.5,21881.234,876.6968,230.85477
221.0,21930.852,847.6637,130.93338
221.5,21980.469,840.45593,139.26027
222.0,22030.086,844.2069,153.0167
222.5,22079.703,862.068,146.5393
223.0,22129.32,883.3597,163.21066
223.5,22178.938,903.0725,154.38942
224.0,22228.557,893.7238,111.18428
224.5,22278.172,925.9422,130.60753
225.0,22327.791,914.37726,186.13425
225.5,22377.408,912.07385,189.55368
226.0,22427.025,923.08813,194.61331
226.5,22476.643,930.7076,248.27286
227.0,22526.26,948.75934,196.21605
227.5,22575.877,975.90955,185.13129
228.0,22625.494,1048.2747,221.86963
228.5,22675.111,1038.4827,231.77168
229.0,22724.729,990.32184,232.02664
229.5,22774.346,1018.33984,204.79994
230.0,22823.963,1138.3248,182.33708
230.5,22873.58,1167.8827,179.1202
231.0,22923.197,1188.6587,146.94028
231.5,22972.816,1119.6807,164.59204
232.0,23022.434,1016.9011,139.58694
232.5,23072.05,1111.1696,224.70699
233.0,23121.668,1139.4116,236.71327
233.5,23171.285,1166.311,235.1786
234.0,23220.902,1154.4148,213.2116
234.5,23270.52,1136.1431,219.5402
235.0,23320.137,1147.7936,254.44824
235.5,23369.754,1189.6095,204.89302
236.0,23419.371,1221.8868,178.77264
236.5,23468.988,1178.6724,178.97015
237.0,23518.605,1192.1039,226.86113
237.5,23568.223,1089.1337,179.78928
238.0,23617.842,1099.419,175.31686
238.5,23667.457,1099.891,138.67058
239.0,23717.076,1018.57794,103.64848
239.5,23766.693,1008.7778,57.58636
240.0,23816.31,1022.01965,82.96492
240.5,23865.928,1060.4379,77.24043
241.0,23915.545,1116.5803,91.80093
241.5,23965.162,1107.2001,64.27769
242.0,24014.78,1088.3447,28.896313
242.5,24064.396,1098.1586,53.10337
243.0,24114.014,1095.5538,93.604706
243.5,24163.63,1106.5066,89.34814
244.0,24213.248,1083.8079,33.929813
244.5,24262.865,1099.796,89.6179
245.0,24312.482,1084.5178,108.03331
245.5,24362.1,1097.1306,77.02664
246.0,24411.717,1092.4967,117.84555
246.5,24461.334,1058.1825,55.163242
247.0,24510.951,1108.6658,260.94873
247.5,24560.57,1064.5247,42.855904
248.0,24610.186,1061.6919,57.386776
248.5,24659.805,1037.6416,35.329033
249.0,24709.422,1031.3308,36.514977
249.5,24759.04,1050.1873,99.10043
250.0,24808.656,1032.6768,30.38685
250.5,24858.273,1075.6096,171.10045
251.0,24907.89,1036.0366,29.783136
251.5,24957.508,1056.543,98.956955
252.0,25007.125,1033.349,46.832996
252.5,25056.742,1087.8279,97.50127
253.0,25106.36,1054.4332,36.316513
253.5,25155.977,1096.3713,32.128384
254.0,25205.594,1089.659,23.661129
254.5,25255.21,1132.9584,49.778915
255.0,25304.828,1078.4401,43.45342
255.5,25354.447,1124.6581,44.098537
256.0,25404.064,1079.2413,48.70008
256.5,25453.682,1073.1533,54.156174
257.0,25503.299,1078.6692,40.651714
257.5,25552.916,1078.7238,39.355877
258.0,25602.533,1069.5105,37.42991
258.5,25652.15,1056.8663,33.5767
259.0,25701.768,1105.5164,227.22046
259.5,25751.385,1060.8171,37.409874
260.0,25801.004,1117.4171,299.82614
260.5,25850.62,1034.9739,34.884644
261.0,25900.236,1070.1611,100.61004
261.5,25949.855,1078.3774,33.75819
262.0,25999.47,1092.8406,161.16846
262.5,26049.088,1053.0548,47.598293
263.0,26098.707,1042.7809,31.381824
263.5,26148.324,1051.5205,17.7441
264.0,26197.94,1056.7524,19.058903
264.5,26247.557,1064.8628,60.373493
265.0,26297.176,1131.6478,187.94531
265.5,26346.793,1150.6522,167.23936
266.0,26396.408,1129.0375,144.51326
266.5,26446.027,1172.2949,327.58853
267.0,26495.645,1150.5183,319.06003
267.5,26545.264,1131.0743,234.81097
268.0,26594.879,1096.355,124.068634
268.5,26644.496,1089.7438,46.79882
269.0,26694.115,1104.652,61.111786
269.5,26743.73,1109.5629,52.490753
270.0,26793.348,1145.3324,162.40474
270.5,26842.967,1124.5227,107.50755
271.0,26892.584,1109.2269,41.36624
271.5,26942.2,1131.9681,154.66429
272.0,26991.818,1113.01,49.71408
272.5,27041.436,1110.2881,100.45891
273.0,27091.05,1164.6104,188.73726
273.5,27140.67,1117.7153,129.43887
274.0,27190.287,1074.1897,29.688421
274.5,27239.904,1129.1781,235.86974
275.0,27289.521,1118.4017,56.184547
275.5,27339.139,1108.5836,86.22354
276.0,27388.758,1149.8263,154.65833
276.5,27438.373,1161.1866,161.03564
277.0,27487.99,1109.046,108.009575
277.5,27537.61,1106.9331,90.74238
278.0,27587.225,1127.8827,37.124832
278.5,27636.842,1148.2656,179.62106
279.0,27686.46,1182.7161,133.7822
279.5,27736.078,1320.774,542.3143
280.0,27785.693,1140.8093,66.38926
280.5,27835.312,1118.9873,75.29803
281.0,27884.93,1111.2744,78.97721
281.5,27934.547,1082.3354,99.63578
282.0,27984.164,1112.2637,113.1174
282.5,28033.781,1128.6597,163.02274
283.0,28083.398,1150.1157,114.06302
283.5,28133.016,1121.1195,70.49421
284.0,28182.633,1079.6964,31.080599
284.5,28232.252,1083.5642,50.307194
285.0,28281.867,1074.2814,53.781757
285.5,28331.484,1174.5343,278.39072
286.0,28381.104,1227.985,305.9225
286.5,28430.719,1144.249,133.85176
287.0,28480.336,1196.2488,348.14594
287.5,28529.955,1191.6587,233.02565
288.0,28579.572,1177.5155,141.66919
288.5,28629.188,1276.7017,581.7955
289.0,28678.807,1103.2378,151.07501
289.5,28728.424,1155.574462890625,
290.0,28778.043,1287.3014,533.96643
290.5,28827.658,1363.6202,608.6384
291.0,28877.275,1449.8444,544.34
291.5,28926.895,1379.0721,497.4915
292.0,28976.51,1178.4478,168.2889
292.5,29026.127,1162.9529,202.85075
293.0,29075.746,1178.125,251.97923
293.5,29125.363,1197.2518,147.47586
294.0,29174.979,1186.5272,91.87975
294.5,29224.598,1192.313,57.518215
295.0,29274.215,1352.0299,500.1025
295.5,29323.83,1651.2825,770.77826
296.0,29373.45,1438.6246,583.6543
296.5,29423.066,1219.6746,182.36421
297.0,29472.684,1044.0372,408.7081
297.5,29522.3,1112.0433,297.29767
298.0,29571.918,1136.8569,300.03073
298.5,29621.537,1161.8489,171.13419
299.0,29671.152,1158.8989,260.20248
299.5,29720.77,1143.5302,247.24188
300.0,29770.389,1154.4105,258.34384
300.5,29820.006,1167.7653,220.99312
301.0,29869.621,1186.328,148.50545
301.5,29919.24,1229.5884,452.0679
302.0,29968.857,1136.684,144.67517
302.5,30018.473,1257.5681,379.9229
303.0,30068.092,1156.4698,82.403046
303.5,30117.709,1212.0552,170.66022
304.0,30167.326,1188.6118,32.720634
304.5,30216.943,1145.1584,46.345673
305.0,30266.56,1161.1752,47.174744
305.5,30316.178,1128.7094,51.880493
306.0,30365.795,1112.0514,42.54722
306.5,30415.412,1147.4454,163.73492
307.0,30465.031,1127.4832,34.876263
307.5,30514.646,1093.2162,46.596195
308.0,30564.264,1114.5321,40.4092
308.5,30613.88,1121.2068,56.253227
309.0,30663.5,1152.7488,246.92969
309.5,30713.115,1183.3221,362.05435
310.0,30762.732,1121.5176,109.34223
310.5,30812.352,1114.1719,73.12789
311.0,30861.967,1130.0204,32.665066
311.5,30911.584,1096.4763,48.47682
312.0,30961.203,1125.6887,57.802364
312.5,31010.82,1162.0902,135.77992
313.0,31060.436,1135.2552,156.42567
313.5,31110.055,1081.8021,107.61511
314.0,31159.672,973.01575,381.02856
314.5,31209.29,735.3501,551.79785
315.0,31258.906,1081.6653,48.20251
315.5,31308.523,1109.0476,83.92786
316.0,31358.143,1088.8256,58.981693
316.5,31407.758,1073.3546,42.729984
317.0,31457.375,1071.4204,35.54904
317.5,31506.994,1072.002,43.68082
318.0,31556.61,1084.6738,35.518543
318.5,31606.227,1084.6924,50.298813
319.0,31655.846,1108.791,37.77826
319.5,31705.463,1116.7844,46.06511
320.0,31755.078,960.38727,377.4325
320.5,31804.697,862.05945,508.12595
321.0,31854.314,1143.9684,40.466457
321.5,31903.93,1128.6573,35.794746
322.0,31953.549,1126.2255,34.992897
322.5,32003.166,1117.9904,75.0404
323.0,32052.785,1116.735,64.54596
323.5,32102.4,1105.5969,97.38987
324.0,32152.018,1097.0421,93.004814
324.5,32201.637,1102.4141,116.639946
325.0,32251.252,1090.6919,92.34303
325.5,32300.87,1107.7972,64.42088
326.0,32350.488,1117.501,53.115437
326.5,32400.105,1100.0049,101.2503
327.0,32449.72,1111.2516,114.85366
327.5,32499.34,1110.494,70.21874
328.0,32548.957,1093.2827,97.86523
328.5,32598.574,1111.4347,122.45793
329.0,32648.191,1104.5697,141.30455
329.5,32697.809,1041.0732,300.49478
330.0,32747.426,1076.2654,244.73175
330.5,32797.043,1124.9355,219.8995
331.0,32846.66,1008.3986,332.09695
331.5,32896.277,1188.0195,162.76738
332.0,32945.895,1253.9863,289.96432
332.5,32995.51,1257.9221,265.9229
333.0,33045.13,1178.7488,129.44244
333.5,33094.75,1170.7212,131.86502
334.0,33144.363,1197.1635,170.54953
334.5,33193.98,1029.2631,226.97621
335.0,33243.6,1063.6545,74.71247
335.5,33293.215,1036.7708,54.846657
336.0,33342.832,1134.9897,84.83549
336.5,33392.453,1211.3378,118.54741
337.0,33442.07,1223.0563,106.23037
337.5,33491.684,1262.0215,125.89168
338.0,33541.305,1278.7277,111.65991
338.5,33590.92,1156.0984,94.68887
339.0,33640.54,850.4798,445.47678
339.5,33690.156,1138.439,95.37141
340.0,33739.773,1131.595,132.38182
340.5,33789.39,1133.0854,143.79408
341.0,33839.008,1164.2744,161.17953
341.5,33888.625,1274.6788,151.43336
342.0,33938.242,1261.0542,173.58679
342.5,33987.86,1200.8732,191.27628
343.0,34037.477,1172.0527,175.87059
343.5,34087.094,1067.3268,100.77652
344.0,34136.71,1054.3794,117.85458
344.5,34186.33,1081.9238,133.34651
345.0,34235.945,1025.3768,115.7915
345.5,34285.562,1051.0579,143.65
346.0,34335.18,1071.6687,175.3382
346.5,34384.797,1076.476,213.58992
347.0,34434.414,1111.5616,175.51015
347.5,34484.035,1100.7108,161.35909
348.0,34533.65,1090.0422,123.46089
348.5,34583.266,1135.7925,159.1917
349.0,34632.887,1071.0095,179.07045
349.5,34682.5,1103.6769,174.31364
350.0,34732.117,1097.8451,177.06285
350.5,34781.74,1072.2423,151.31772
351.0,34831.35,1107.47,106.32471
351.5,34880.97,1089.9712,103.89372
352.0,34930.586,1044.7688,129.33067
352.5,34980.207,1078.3673,145.85721
353.0,35029.82,1142.6786,163.27628
353.5,35079.438,1143.188,180.222
354.0,35129.06,1129.2345,227.57639
354.5,35178.67,1061.3451,280.74045
355.0,35228.29,1077.447,154.18018
355.5,35277.91,1100.3556,90.01347
356.0,35327.527,1087.4429,59.47941
356.5,35377.14,1085.2805,78.64906
357.0,35426.76,1046.6124,89.59221
357.5,35476.38,1049.4941,90.162575
358.0,35525.992,1090.4393,111.19557
358.5,35575.613,1039.5696,74.1792
