SB_DEPTH_pxl,SB_DEPTH_cm,R,R_std,G,G_std,B,B_std,Lumin,Lumin_std
5,0.05038448295650178,,,,,,,,
15,0.15115344886950535,,,,,,,,
25,0.2519224147825089,,,,,,,,
35,0.3526913806955125,123.28962401422733,20.61257231788405,121.02697791684975,21.190023349680384,89.48909182799213,17.73664030305627,119.2309811015367,20.745885869085097
45,0.45346034660851603,110.88561500409504,21.58588342320045,107.67579647682103,21.72417123850758,77.80311328459989,18.42257979328628,106.20139616924111,21.39687092576214
55,0.5542293125215196,93.24874643580804,11.003784447179978,88.21416268595533,10.990089861325066,59.6988055745772,8.934837265445857,87.2257064077325,10.765171770613346
65,0.6549982784345232,94.34214073488761,8.867573386220156,89.27276716642781,8.364487322006054,59.90728290863615,6.403063238794382,88.2303280236698,8.228715915237224
75,0.7557672443475267,98.20590322094127,10.093649550088411,92.98429149887755,9.495534476794868,63.32243983896696,8.29998255178889,91.95282046114275,9.44481397326321
85,0.8565362102605303,94.75412542891878,14.789527266278661,90.2829797939506,14.424393361247468,63.00540780775059,12.618103361440657,89.26410465854117,14.28402111124126
95,0.9573051761735338,104.4586537772087,16.661777479008656,99.39817384658829,16.043509559943548,72.21241559220095,14.262413224977042,98.51122013387143,15.954434648432986
105,1.0580741420865374,120.82085478104243,12.156005184270036,116.75436966776708,11.472350397368448,87.79773117300445,10.13318585835669,115.52823510352754,11.380875688670764
115,1.158843107999541,129.78904223174646,12.225436296509013,126.37937843066939,12.25844451959546,96.20666575016014,10.381779354234032,124.9258030992456,11.995014591915982
125,1.2596120739125445,130.67369761918357,10.04847530722945,126.93706183871667,10.368566680115434,96.37695275702634,8.537439838733858,125.5250307299459,10.049393529880248
135,1.360381039825548,131.07312658920617,9.660773118130868,127.451846523068,9.553918465216249,96.72066570176094,7.740534655952391,126.00293940983059,9.314417798676226
145,1.4611500057385516,131.55626038595256,10.88593890116971,127.44687654898128,10.282536309685465,97.29325903206839,8.320421373944951,126.14344036800026,10.150372551670893
155,1.5619189716515551,129.92506257517263,12.315951925856156,125.80076881594115,11.694012551729196,95.53938133462137,9.487520120663776,124.49272149300248,11.559185065489057
165,1.6626879375645587,129.66322341407724,12.103436191429276,125.60275458522268,11.750863328283588,95.5218556365261,9.358993586919482,124.29416935414127,11.543638462503077
175,1.7634569034775622,129.92401626483857,8.27905879674737,126.01813978783952,7.752922948153167,96.24093241360018,6.064253870015667,124.69861475442943,7.603268284223729
185,1.8642258693905658,127.8554607344268,9.619971318044561,123.62339701078845,9.033467885590783,94.31075142486618,6.8932195206594145,122.40676074713038,8.875248462398467
195,1.9649948353035693,127.81413147623192,9.008479596469094,123.3529257894372,8.663280374084634,93.54720645859508,6.811031848405937,122.14940518276295,8.461411079244249
205,2.065763801216573,126.82196770197145,7.234909190860656,122.77928614879569,6.789420004683758,93.11795764405211,5.558229228810198,121.49721232895837,6.638559596761121
215,2.1665327671295764,126.05894589086736,7.266887300626039,121.77979820219689,6.677402246382945,92.20452872242872,5.548477138819263,120.55421054436896,6.544673031680639
225,2.26730173304258,125.71235559271415,8.647458241587525,121.4052191026079,8.045801068880587,91.79542138181617,6.815203885431455,120.18308892496331,7.938024355494903
235,2.3680706989555835,123.90773184406584,9.974315743949557,119.9469240745293,9.356416613212561,90.40356705994957,7.987976261857568,118.65596142988011,9.239148699589457
245,2.4688396648685873,122.44472841948402,9.93987685839216,118.07193595591629,9.430979893945272,89.43808419920731,8.024166688198845,116.93422753683639,9.285315022490254
255,2.5696086307815906,123.2446326698633,6.438421294075124,118.75910026780195,5.964719202108344,89.54951624978335,5.49994786884385,117.60379249037923,5.848072472745547
265,2.6703775966945944,123.61031813161286,5.776596752414003,119.28460963307727,5.023861463058073,90.26022254418508,4.620265269440706,118.10869451204792,4.949141898786508
275,2.7711465626075977,123.48894613286336,7.0880303357138645,119.6934553961063,6.1692239738884505,91.45484736808373,5.168100680133854,118.46154922711762,6.096084942298541
