SB_DEPTH_pxl,SB_DEPTH_cm,R,R_std,G,G_std,B,B_std,Lumin,Lumin_std
5,0.05055630970655773,,,,,,,,
15,0.1516689291196732,,,,,,,,
25,0.25278154853278867,,,,,,,,
35,0.3538941679459041,146.08572494310957,27.191805750997855,133.85985043634034,26.77048362357318,92.42029300352186,21.594430421754588,133.46713530982996,26.310600120297632
45,0.45500678735901956,152.01011294253428,24.542987906120967,140.1024818799488,23.840681291439637,96.86504872187116,19.46358083293,139.51230156984127,23.467662542309355
55,0.556119406772135,161.552090017936,20.95671360113508,149.04658738029397,20.982926179158138,104.20941500111839,17.263675130168547,148.46801339528017,20.483299550992434
65,0.6572320261852505,160.0966921748696,20.706334372843493,147.33046959425187,20.832211427498525,102.61180628006522,16.711704118970033,146.8158810236069,20.283095526852357
75,0.7583446455983659,157.25460511517974,20.372231963140415,144.7211396644504,20.37740172249642,101.04908449724478,16.474785772203532,144.2326320362032,19.881130654192013
85,0.8594572650114815,158.9094710249354,17.856656787876055,146.4804000763986,18.45536125465985,102.88371134827581,14.794193551525543,145.97513963388704,17.834442475217987
95,0.9605698844245969,161.17073050992664,14.353400104504855,148.44685161769823,15.460366029302152,104.56148013351252,12.693358690275794,147.9834244490278,14.779740513702167
105,1.0616825038377122,158.76140127182563,13.01048714076456,146.06415363015654,14.420667167645194,103.6861109276279,11.727667116694606,145.70389379565282,13.672158640499983
115,1.1627951232508278,160.90521694185028,14.778768813402557,148.1965178624407,15.730494491909656,106.05123228980045,12.832942233174744,147.85549766837855,15.083766946167927
125,1.2639077426639433,158.46419651558372,14.573186390079556,145.7325945606931,15.474642256284957,103.64802823932808,12.767004646353035,145.40082744790027,14.833263047951286
135,1.3650203620770587,157.61332806021366,14.842262770885036,145.19970323700124,15.89864808214837,104.07306299825473,13.270111003303628,144.8694964491787,15.259392719796088
145,1.4661329814901742,160.15235148853853,13.770712545108188,147.03992265064974,14.521852927226607,104.7862478882331,12.326211354670177,146.77690970373843,13.947080819465349
155,1.5672456009032896,156.97471067180135,12.348609890995828,143.97226889872252,13.054536382422778,102.67865071896911,10.895659229252722,143.75518878710088,12.473833601744913
165,1.6683582203164051,154.8306286892711,12.517445795368959,142.20155704903385,13.255419684038676,101.5742527582744,10.864385670621234,141.95320630995545,12.631938297242439
175,1.7694708397295205,155.61864739332114,11.495672723246777,142.77332999854227,12.646159031105057,101.74948638695469,10.290118320019454,142.54232296791565,11.878769936986696
185,1.870583459142636,154.14300979982963,11.478566068982659,141.07345727534135,12.684812271373984,99.89461978549856,10.446213459431126,140.8789320752809,11.90245032760087
195,1.9716960785557514,153.41730822208837,12.266578333015282,140.66946120435657,13.175891705687322,99.49967833970396,11.021207919279991,140.40719515749842,12.494661490586465
205,2.072808697968867,153.2258295305669,12.214359875163332,140.42977994932278,13.12087597075744,99.02457682972582,10.850565153944748,140.16076442506036,12.422528981030812
215,2.1739213173819825,155.02636838088205,13.826043708885056,142.32219661406754,14.382296445283,100.4935566105775,12.343724066909466,142.00307572344028,13.817745793097068
225,2.275033936795098,153.20479084262504,14.501283358379009,140.9714595856992,14.907799682045637,99.9241804736194,13.10528779386397,140.60865225902944,14.391429097658044
235,2.376146556208213,154.88176069034495,14.67958004712669,142.48810930505203,14.865158349644313,100.7337704906225,12.95280893706072,142.1083363271635,14.400053415710909
245,2.4772591756213287,153.53848041213323,14.434318515260774,141.24895721652723,14.36471991512539,99.71405990670642,12.499862999249233,140.862890262144,13.924390388865264
255,2.5783717950344442,154.1134491117088,16.306310881373506,141.70834628867536,16.35704157969894,100.06239666402224,14.006509502370674,141.33883358595233,15.892911642947448
265,2.67948441444756,153.15312621654,17.39739320243122,140.74935495603452,17.24297637416464,99.6376282176012,14.873152935406802,140.4181300555031,16.837884816868748
275,2.780597033860675,148.70251162306766,17.56916915963871,136.6239079318914,17.572067105494448,95.45119562967724,14.970139980641463,136.2191492484156,17.101800962428015
285,2.8817096532737905,147.04817833832314,17.393639186783197,135.2047285895856,17.312450012635416,94.35585229417272,14.602564124152991,134.77335713763838,16.843917439225173
295,2.982822272686906,144.25056546706736,18.261350135189893,132.30591696620445,18.08878077815086,92.3337414392041,15.328077578091781,131.95935816443847,17.642904737105567
305,3.0839348921000216,140.57412132735425,17.722285049056175,128.9900599590644,17.463602450811802,89.8114956987316,14.438258785601537,128.6241390663668,17.021772581150536
315,3.185047511513137,141.02259158677307,18.10585160217547,128.9897936465588,17.422926246758895,89.86795394991735,14.338225540142686,128.72336966255085,17.06781455778258
325,3.2861601309262523,138.43350140739668,19.18552177450486,126.89817522763042,18.787796037853933,88.33852123029601,16.02719676050681,126.56657855484116,18.40678758874004
335,3.387272750339368,135.65453041153242,19.31349977502783,124.13411773207935,18.938881821269174,85.7465016133581,15.830763052992738,123.81177158395938,18.522914481937757
345,3.4883853697524834,131.66357120271383,18.245074924483045,120.54102940661689,17.74248359165086,82.78670442619611,14.80991590928186,120.17981952888071,17.33949360528373
355,3.589497989165599,132.65904734862093,20.072846645157234,121.466465363553,19.38580302695764,83.82665476053727,16.18647111139423,121.12841396804072,19.028727205605804
365,3.6906106085787145,132.45957928193167,17.98189816899206,121.73970199429154,17.238380247575467,84.96274390939755,14.536707803350797,121.36345153191448,16.882506718715437
375,3.7917232279918296,134.51418026258264,18.074938670988622,123.70349041053525,17.10763569287118,86.45009925313516,14.545253299960093,123.31214823151625,16.819214182490416
385,3.892835847404945,131.1410660667401,19.012075647861284,120.37538302813796,18.238539345024318,83.91586944991097,15.695699272093615,120.03179036179678,17.942742376365775
395,3.9939484668180607,126.65556453503507,20.745324196068857,116.22197319090755,19.457169635895145,80.25939874811733,17.39272246774495,115.84365683589961,19.3460317330093
405,4.095061086231176,128.0576998769829,18.698431993084338,117.66299015867196,17.668063471699437,81.74355834178783,16.09646306987967,117.27952246760582,17.517598915054513
415,4.196173705644291,126.23106240111963,19.032479590426465,116.18761887768605,18.05726325997381,81.76113496715698,16.23687390602021,115.83726283242783,17.90010070794241
425,4.297286325057407,126.59005165865915,20.10618975738566,116.1932114403035,19.126034177528805,81.30467533257037,17.379310913842357,115.88462736374757,18.995320809514187
435,4.3983989444705225,126.30083627758503,14.555039589090782,115.45206373723782,13.859347111606667,80.30493818657376,12.344871103417807,115.22089031455769,13.587700092326397
445,4.499511563883638,123.11227664811851,12.556327130176244,112.41903061103771,12.106914678810618,77.36404918730886,10.806764546338556,112.16144505972787,11.761724093547707
455,4.600624183296754,123.08697696008717,12.272609991358808,112.74286661783896,12.274527927378715,77.79068182126906,10.872685760197433,112.41847673428857,11.840239083011511
465,4.701736802709869,121.73597361921324,12.551961298538169,111.68667122065662,12.527901781224182,77.14993393281199,11.45850459876855,111.32960047840737,12.12935744276008
475,4.802849422122985,128.82201676803516,12.229651466824393,118.50160823878473,12.245797999313888,83.85328601109657,11.015720722676297,118.19411822726427,11.815436530431128
485,4.9039620415361,130.89259649902172,11.328636281565403,120.25341190057631,11.129002650732005,86.80962113568587,10.376176634965308,120.10066085298071,10.704613919511688
495,5.005074660949215,133.50272536633994,13.3994065525306,122.74236857784966,13.185912458377691,89.34837825150514,12.257761616216886,122.61897432952063,12.841103927466675
505,5.106187280362331,130.9160319995139,14.7357229289913,120.0017465827908,14.444568494766466,84.91560659590756,12.324704541691862,119.78890435533317,14.06116236709368
515,5.207299899775446,125.67873026451949,16.699575941921402,114.77216791045858,16.61479217564878,80.16166205856466,14.74345680496945,114.59202454442517,16.265956997182926
525,5.308412519188562,121.33970061089067,14.205786650516753,110.4392634444584,13.88443559673925,76.26098278914213,12.7399342525776,110.28902452272806,13.56321333428995
535,5.409525138601677,124.35169504914893,11.072172829214688,113.63527982408151,10.584835188135903,79.79921073845242,9.68766014061187,113.47062551294843,10.239558130939214
545,5.510637758014792,128.9522435832702,11.518076582485463,118.15833141907517,11.454956151814812,84.51347471246194,10.669332858243763,118.02395849096557,11.032463266368929
555,5.611750377427908,130.09632210729828,15.497328673032653,118.41825242453406,14.62278867931832,84.69563246628763,13.676911989188204,118.46623687810434,14.418978399496462
565,5.712862996841023,122.56899913670856,15.078375210877331,111.13886639665155,14.729439059244585,77.49134656498238,12.839153490787467,111.13956168534114,14.339971824848364
575,5.8139756162541385,126.86941347702634,9.716943039865985,115.61318280312166,9.85788237706253,81.16273076708923,8.732238601870657,115.51893480739226,9.35539300040784
585,5.9150882356672545,128.08060275246388,10.159900627466786,116.96445245650119,10.5211596319037,82.41439954337692,9.420252172845482,116.83323218909527,9.997784025750738
595,6.01620085508037,128.97621170877358,11.181011732397028,117.62171172030503,11.451843128509926,82.9728568676057,10.135403605185145,117.53403109748857,10.95228248972239
605,6.117313474493486,130.43906630199663,11.33106136423239,119.22517931648125,11.584514282437567,83.82638844803168,9.997341068504165,119.05345898889973,11.037941485449146
615,6.218426093906601,130.9389348749949,14.68984373504361,119.47098575914369,14.531350186407318,83.68897119514563,12.004789042711247,119.325610289653,14.091022174122799
625,6.319538713319716,133.98794675153061,14.379752252385991,122.39776019561216,13.573329136214152,86.45462656573024,11.806316112996466,122.26673960932295,13.30830409052066
635,6.420651332732832,135.89234747902708,13.7642070952162,124.05449029290699,13.386960328618294,88.82187842794754,11.772322413185938,124.02742415402604,13.043083495969979
645,6.521763952145947,129.7115005367162,12.889035301371472,117.61239078260927,12.60079094501611,81.15527401693262,10.699057586535366,117.55245768585054,12.211512578099235
655,6.622876571559063,131.79299908043208,11.767923927354392,119.30134469308088,11.323929309210651,82.65008611082683,9.031982063755441,119.310849546193,10.912132645899192
