SB_DEPTH_cm,SECT_NUM_cm,SECT_DEPTH_cm,CORE_THICK_cm,PWAmp,PWVel_m/s,Den_gm/cc,MS,Imp,FP
93,2,14.8,11.099,13,1067.725,1.1856,34.2308,1265.889,0.9074
94,2,15.8,11.096,14,1071.56,1.195,35.9125,1280.473,0.902
95,2,16.8,11.103,14,1069.653,1.1982,39.5802,1281.707,0.9001
96,2,17.8,11.115,8,1070.294,1.2037,44.3486,1288.309,0.8969
97,2,18.8,11.117,13,1073.069,1.2284,49.6407,1318.124,0.8826
98,2,19.8,11.114,13,1073.298,1.2588,56.3571,1351.029,0.865
99,2,20.8,11.129,18,1076.306,1.2978,62.65,1396.828,0.8423
100,2,21.8,11.125,9,1074.879,1.5,63.3888,1612.299,0.7251
101,2,22.8,11.134,11,1079.922,1.5377,68.1096,1660.557,0.7032
102,2,23.8,11.136,12,1077.504,1.4677,78.554,1581.476,0.7438
103,2,24.8,11.143,13,1077.139,1.4331,85.0625,1543.664,0.7639
104,2,25.8,11.142,13,1078.606,1.4755,86.7477,1591.461,0.7393
105,2,26.8,11.141,11,1077.987,1.6302,80.394,1757.32,0.6495
106,2,27.8,11.146,4,1078.471,1.5465,86.1053,1667.832,0.6981
107,2,28.8,11.139,14,1079.884,1.5043,88.676,1624.501,0.7225
108,2,29.8,11.147,12,1077.525,1.5227,85.4388,1640.784,0.7119
109,2,30.8,11.141,12,1077.466,1.6635,75.1397,1792.391,0.6302
110,2,31.8,11.145,9,1079.419,1.4898,78.2259,1608.171,0.7309
111,2,32.8,11.139,17,1076.232,1.3344,79.5182,1436.163,0.8211
112,2,33.8,11.145,15,1075.772,1.2787,72.2018,1375.638,0.8534
113,2,34.8,11.144,9,1075.676,1.2606,61.248,1356.039,0.8639
114,2,35.8,11.128,0,1075.169,1.2176,53.0618,1309.09,0.8889
115,2,36.8,11.132,7,1073.481,1.2003,44.9124,1288.543,0.8989
116,2,37.8,11.125,12,1072.806,1.2109,39.5745,1299.076,0.8927
117,2,38.8,11.121,12,1073.456,1.1985,36.8489,1286.53,0.8999
118,2,39.8,11.11,10,1072.394,1.1948,34.5106,1281.296,0.9021
119,2,40.8,11.108,11,1072.718,1.1984,32.5127,1285.524,0.9
120,2,41.8,11.078,14,1067.759,1.1919,31.6509,1272.622,0.9038
121,2,42.8,11.086,12,1067.501,1.1927,30.276,1273.187,0.9033
122,2,43.8,11.083,11,1067.726,1.1851,30.4923,1265.4,0.9077
123,2,44.8,11.092,14,1069.108,1.1917,29.6106,1274.056,0.9039
124,2,45.8,11.092,13,1069.624,1.181,29.2292,1263.233,0.9101
125,2,46.8,11.092,16,1070.656,1.1878,28.4151,1271.777,0.9061
126,2,47.8,11.092,12,1071.173,1.178,28.6523,1261.857,0.9118
127,2,48.8,11.085,14,1068.949,1.1768,28.7342,1257.901,0.9125
128,2,49.8,11.146,13,1075.35,1.1773,27.6345,1265.982,0.9123
129,2,50.8,11.121,13,1070.871,1.1841,27.6515,1268.001,0.9083
130,2,51.8,11.108,15,1072.201,1.1795,28.4998,1264.631,0.911
131,2,52.8,11.134,11,1074.71,1.1769,27.7284,1264.809,0.9125
132,2,53.8,11.128,12,1074.131,1.179,27.7208,1266.414,0.9112
133,2,54.8,11.117,16,1070.486,1.1749,27.8969,1257.68,0.9136
134,2,55.8,11.127,19,1071.965,1.18,27.7059,1264.865,0.9107
135,2,56.8,11.126,14,1073.42,1.1756,28.463,1261.885,0.9132
136,2,57.8,11.127,12,1073.517,1.1818,27.663,1268.66,0.9096
137,2,58.8,11.129,15,1074.746,1.1715,27.8926,1259.013,0.9156
138,2,59.8,11.124,19,1073.745,1.1786,27.7587,1265.522,0.9115
139,2,60.8,11.127,18,1074.035,1.1756,28.4543,1262.672,0.9132
140,2,61.8,11.125,16,1074.879,1.1827,27.6565,1271.214,0.9091
141,2,62.8,11.13,11,1073.806,1.184,28.2325,1271.342,0.9084
142,2,63.8,11.127,15,1072.482,1.188,28.1592,1274.056,0.9061
143,2,64.8,11.135,7,1074.288,1.1876,28.1101,1275.823,0.9063
144,2,65.8,11.137,14,1072.929,1.185,28.1562,1271.472,0.9077
145,2,66.8,11.132,12,1074.517,1.1978,27.8917,1287.072,0.9003
146,2,67.8,11.133,18,1074.095,1.1858,28.1669,1273.671,0.9073
147,2,68.8,11.141,14,1073.314,1.1925,28.5875,1279.906,0.9034
148,2,69.8,11.134,11,1074.71,1.1726,28.4775,1260.182,0.915
149,2,70.8,11.137,16,1075.519,1.1801,28.9181,1269.169,0.9106
150,2,71.8,11.131,16,1074.421,1.188,28.768,1276.439,0.906
151,2,72.8,11.133,16,1073.578,1.185,28.1868,1272.161,0.9078
152,2,73.8,11.129,15,1072.158,1.1809,28.3129,1266.113,0.9102
153,2,74.8,11.125,14,1072.289,1.1885,29.4407,1274.414,0.9057
154,2,75.8,11.126,11,1071.869,1.1862,28.2075,1271.472,0.9071
155,2,76.8,11.117,15,1072.035,1.1894,28.8389,1275.029,0.9052
156,2,77.8,11.115,16,1071.842,1.1859,29.5809,1271.087,0.9073
157,2,78.8,11.118,15,1073.166,1.1799,30.354,1266.236,0.9107
158,2,79.8,11.115,19,1073.394,1.1797,30.3819,1266.312,0.9108
159,2,80.8,11.108,19,1070.135,1.1818,30.383,1264.687,0.9096
160,2,81.8,11.113,17,1070.617,1.1898,31.4231,1273.801,0.905
161,2,82.8,11.111,16,1070.94,1.186,32.8273,1270.117,0.9072
162,2,83.8,11.105,18,1070.361,1.1937,33.9474,1277.646,0.9028
163,2,84.8,11.103,14,1067.596,1.1865,36.1037,1266.707,0.9069
164,2,85.8,11.097,9,1069.59,1.1907,38.6068,1273.518,0.9045
165,2,86.8,11.094,15,1070.849,1.189,43.2053,1273.21,0.9055
166,2,87.8,11.087,16,1069.142,1.1961,48.1623,1278.801,0.9013
167,2,88.8,11.08,12,1071.049,1.209,54.7339,1294.926,0.8938
168,2,89.8,11.072,11,1071.311,1.4016,54.4626,1501.546,0.7821
169,2,90.8,11.066,7,1073.327,1.5356,56.325,1648.179,0.7044
170,2,91.8,11.06,16,1070.15,1.4445,66.3956,1545.798,0.7573
171,2,92.8,11.055,19,1070.702,1.3941,74.9951,1492.638,0.7865
172,2,93.8,11.05,21,1069.182,1.3832,80.7293,1478.861,0.7928
173,2,94.8,11.042,21,1068.408,1.3779,84.5911,1472.12,0.7959
174,2,95.8,11.044,21,1068.085,1.3675,86.8895,1460.647,0.8019
175,2,96.8,11.046,20,1067.762,1.3717,88.2819,1464.599,0.7995
176,2,97.8,11.041,22,1068.312,1.3538,91.286,1446.245,0.8099
177,2,98.8,11.045,21,1067.666,1.3199,95.8849,1409.211,0.8295
178,2,99.8,11.047,23,1067.343,1.3125,101.1036,1400.919,0.8338
179,2,100.8,11.046,26,1068.795,1.3321,103.7219,1423.756,0.8224
180,2,101.8,11.049,16,1069.603,1.376,104.8429,1471.813,0.797
181,2,102.8,11.05,18,1070.736,1.3909,105.3721,1489.234,0.7884
182,2,103.8,11.054,19,1071.124,1.4054,103.6201,1505.394,0.7799
183,2,104.8,11.052,21,1069.893,1.4012,99.5602,1499.158,0.7824
184,2,105.8,11.057,18,1068.825,1.3825,93.5012,1477.636,0.7932
185,2,106.8,11.057,21,1071.934,1.3475,85.5888,1444.436,0.8135
186,2,107.8,11.056,21,1069.763,1.2705,80.4403,1359.13,0.8582
187,2,108.8,11.053,23,1066.377,1.2384,71.9511,1320.626,0.8768
188,2,109.8,11.052,20,1065.767,1.2378,63.8639,1319.251,0.8771
189,2,110.8,11.053,23,1066.377,1.2262,58.7679,1307.561,0.8839
190,2,111.8,11.043,28,1066.956,1.2375,55.243,1320.321,0.8773
191,2,112.8,11.047,27,1067.343,1.2394,53.2197,1322.91,0.8762
192,2,113.8,11.044,27,1067.053,1.2574,50.647,1341.719,0.8658
193,2,114.8,11.042,29,1065.83,1.2573,50.0601,1340.05,0.8658
194,2,115.8,11.04,29,1064.609,1.2278,50.6559,1307.114,0.883
195,2,116.8,11.037,28,1065.348,1.2207,49.7131,1300.512,0.887
196,2,117.8,11.037,28,1065.862,1.2243,48.9314,1304.977,0.885
197,2,118.8,11.036,31,1067.311,1.2275,48.1823,1310.172,0.8831
198,2,119.8,11.037,28,1066.377,1.229,47.4805,1310.558,0.8823
199,2,120.8,11.035,30,1065.154,1.224,47.0605,1303.799,0.8851
200,2,121.8,11.038,26,1065.958,1.2273,46.2649,1308.274,0.8832
201,2,122.8,11.04,29,1066.152,1.23,46.1394,1311.394,0.8817
202,2,123.8,11.041,29,1066.763,1.2153,46.0453,1296.482,0.8902
203,2,124.8,11.043,31,1065.927,1.2245,45.0418,1305.262,0.8848
204,2,125.8,11.045,32,1066.634,1.2188,44.5922,1300.045,0.8882
205,2,126.8,11.047,31,1066.828,1.2118,44.1878,1292.768,0.8922
206,2,127.8,11.048,33,1077.328,1.2242,43.0965,1318.811,0.8851
207,2,128.8,11.048,30,1068.472,1.2151,43.4181,1298.283,0.8903
208,2,129.8,11.049,31,1067.536,1.2133,43.4718,1295.209,0.8914
209,2,130.8,11.049,28,1065.477,1.2172,42.6945,1296.891,0.8891
210,2,131.8,11.048,28,1067.956,1.2178,43.3207,1300.572,0.8887
211,2,132.8,11.045,27,1066.12,1.2197,42.6512,1300.33,0.8877
212,2,133.8,11.044,30,1064.995,1.2082,43.0674,1286.734,0.8943
213,2,134.8,11.043,31,1067.988,1.2244,41.8757,1307.604,0.8849
214,2,135.8,11.04,31,1064.609,1.2182,42.1206,1296.891,0.8885
215,2,136.8,11.038,33,1078.456,1.2141,41.6421,1309.395,0.8909
216,2,137.8,11.036,35,1078.261,1.2152,42.2672,1310.314,0.8902
217,2,138.8,11.033,35,1064.961,1.2126,41.7472,1291.418,0.8917
218,2,139.8,11.033,33,1067.537,1.2086,41.8882,1290.185,0.8941
219,2,140.8,11.033,31,1067.537,1.2164,41.6185,1298.546,0.8896
220,2,141.8,11.033,33,1063.422,1.2282,41.2177,1306.118,0.8827
221,2,142.8,11.034,35,1065.572,1.2119,41.7637,1291.316,0.8922
222,2,143.8,11.045,34,1070.252,1.2156,41.5175,1300.982,0.89
223,2,144.8,11.091,35,1599.279,1.2197,40.8895,1950.714,0.8876
224,2,145.8,11.097,33,2381.33,1.2229,40.0965,2912.012,0.8858
225,2,146.8,11.235,34,1799.039,1.2083,39.1784,2173.848,0.8942
226,2,147.8,11.346,35,2868.774,1.2197,36.5684,3498.96,0.8877
227,2,148.8,11.35,35,1219.774,1.2165,36.0358,1483.878,0.8895
228,2,149.8,11.388,34,1925.275,1.1878,35.3619,2286.781,0.9062
229,2,150.8,11.415,31,1107.715,,,,
230,3,0.8,11.374,23,1100,,,,
231,3,1.8,11.343,21,1095.942,0.9999,47.5171,1095.88,1.0151
232,3,2.8,11.351,17,1099.903,1.2004,43.0961,1320.272,0.8989
233,3,3.8,11.286,14,1102.687,1.1995,48.0952,1322.686,0.8994
234,3,4.8,11.11,18,1073.43,1.2248,53.6131,1314.787,0.8847
235,3,5.8,11.094,13,1071.884,1.2333,60.3013,1321.985,0.8797
236,3,6.8,11.066,15,1071.249,1.2678,65.1784,1358.082,0.8598
237,3,7.8,11.047,15,1069.409,1.4366,63.2018,1536.315,0.7618
238,3,8.8,11.046,18,1067.246,1.4103,68.7979,1505.19,0.7771
239,3,9.8,11.044,15,1070.155,1.3767,73.3385,1473.239,0.7966
240,3,10.8,11.043,18,1069.54,1.369,74.9034,1464.188,0.8011
241,3,11.8,11.045,19,1068.699,1.3659,74.4656,1459.735,0.8028
242,3,12.8,11.048,19,1069.506,1.3724,72.9275,1467.742,0.7991
243,3,13.8,11.052,17,1068.859,1.372,70.6092,1466.526,0.7993
244,3,14.8,11.052,8,1069.893,1.3577,69.6439,1452.571,0.8076
245,3,15.8,11.054,14,1071.124,1.3323,68.029,1427.013,0.8224
246,3,16.8,11.053,7,1068.439,1.3278,64.192,1418.634,0.825
247,3,17.8,11.053,14,1071.027,1.3204,59.8549,1414.195,0.8292
248,3,18.8,11.054,17,1068.019,1.2573,58.5294,1342.844,0.8658
249,3,19.8,11.052,16,1067.826,1.2404,54.9827,1324.577,0.8756
250,3,20.8,11.051,19,1067.214,1.2399,51.8964,1323.197,0.876
251,3,21.8,11.05,19,1067.633,1.2448,51.0793,1329.031,0.8731
252,3,22.8,11.049,13,1066.506,1.2602,50.4706,1343.985,0.8642
253,3,23.8,11.047,15,1067.859,1.2572,51.2318,1342.555,0.8659
254,3,24.8,11.045,19,1067.666,1.2428,51.8541,1326.887,0.8743
255,3,25.8,11.042,17,1066.345,1.2188,,1299.681,0.8882
256,3,26.8,11.041,19,1067.279,1.2218,54.07,1304.043,0.8864
257,3,27.8,11.039,20,1066.055,1.227,55.1361,1308.091,0.8834
258,3,28.8,11.039,21,1066.055,1.2682,56.4125,1351.971,0.8595
259,3,29.8,11.039,20,1066.57,1.2908,60.8447,1376.775,0.8464
260,3,30.8,11.042,20,1066.345,1.3086,64.1307,1395.386,0.8361
261,3,31.8,11.043,22,1066.956,1.3167,69.0303,1404.818,0.8314
262,3,32.8,11.048,19,1069.506,1.3317,73.4068,1424.248,0.8227
263,3,33.8,11.049,15,1070.121,1.3462,77.2038,1440.638,0.8142
264,3,34.8,11.049,16,1070.121,1.3468,79.4753,1441.238,0.8139
265,3,35.8,11.05,16,1069.7,1.3437,77.9073,1437.348,0.8157
266,3,36.8,11.049,13,1069.086,1.2854,76.6356,1374.174,0.8496
267,3,37.8,11.051,17,1067.729,1.2283,71.32,1311.476,0.8827
268,3,38.8,11.051,19,1067.214,1.2178,61.7474,1299.681,0.8887
269,3,39.8,11.055,15,1068.116,1.2246,53.7549,1307.989,0.8848
270,3,40.8,11.058,18,1067.89,1.2291,48.4807,1312.497,0.8822
271,3,41.8,11.062,19,1068.276,1.2214,46.2026,1304.794,0.8867
272,3,42.8,11.072,18,1069.758,1.2273,43.9767,1312.947,0.8832
273,3,43.8,11.08,15,1070.531,1.2246,42.1008,1310.925,0.8848
274,3,44.8,11.085,16,1069.464,1.2197,41.5833,1304.449,0.8876
275,3,45.8,11.092,16,1072.209,1.2183,40.2989,1306.239,0.8885
276,3,46.8,11.095,20,1072.499,1.2127,39.8222,1300.572,0.8917
277,3,47.8,11.099,15,1072.367,1.2061,39.9974,1293.392,0.8955
278,3,48.8,11.097,18,1073.211,1.2114,39.2101,1300.106,0.8924
279,3,49.8,11.062,16,1069.309,1.2146,39.4614,1298.749,0.8906
280,3,50.8,11.056,15,1067.697,1.2156,39.4898,1297.858,0.89
281,3,51.8,11.053,16,1067.407,1.2173,39.4653,1299.316,0.8891
282,3,52.8,11.05,19,1067.117,1.2215,38.7231,1303.514,0.8866
283,3,53.8,11.049,15,1067.021,1.2094,38.4815,1290.41,0.8936
284,3,54.8,11.047,16,1066.313,1.213,38.3864,1293.414,0.8915
285,3,55.8,11.048,18,1066.409,1.2018,39.3777,1281.656,0.898
286,3,56.8,11.048,19,1065.895,1.2129,39.0197,1292.79,0.8916
287,3,57.8,11.049,17,1066.506,1.208,39.1669,1288.338,0.8944
288,3,58.8,11.051,16,1067.214,1.2192,38.7873,1301.14,0.8879
289,3,59.8,11.051,15,1066.184,1.2105,39.7063,1290.614,0.893
290,3,60.8,11.051,16,1065.157,1.2085,39.7733,1287.199,0.8942
291,3,61.8,11.049,12,1064.451,1.2053,40.5421,1282.968,0.896
292,3,62.8,11.048,16,1066.924,1.2042,41.233,1284.801,0.8966
293,3,63.8,11.046,19,1066.216,1.207,41.8031,1286.891,0.895
294,3,64.8,11.045,15,1065.605,1.2096,42.364,1288.984,0.8935
295,3,65.8,11.041,19,1065.734,1.2184,44.0154,1298.507,0.8884
296,3,66.8,11.041,17,1067.279,1.215,46.6979,1296.745,0.8904
297,3,67.8,11.041,19,1066.763,1.2135,49.319,1294.482,0.8913
298,3,68.8,11.041,19,1066.248,1.2248,52.6721,1305.892,0.8847
299,3,69.8,11.041,21,1066.248,1.2316,58.0572,1313.232,0.8807
300,3,70.8,11.044,20,1066.538,1.2367,65.3128,1318.945,0.8778
301,3,71.8,11.046,16,1065.702,1.2738,71.9086,1357.465,0.8563
302,3,72.8,11.047,24,1068.892,1.2989,81.2527,1388.4,0.8417
303,3,73.8,11.051,16,1069.797,1.5609,76.4875,1669.796,0.6898
304,3,74.8,11.051,16,1069.797,1.618,80.4927,1730.957,0.6566
305,3,75.8,11.05,16,1069.7,1.4712,93.293,1573.73,0.7418
306,3,76.8,11.053,18,1068.955,1.405,98.1655,1501.859,0.7802
307,3,77.8,11.052,16,1067.826,1.5001,91.4478,1601.847,0.725
308,3,78.8,11.053,15,1071.027,1.4303,94.8042,1531.861,0.7655
309,3,79.8,11.053,18,1068.439,1.3611,95.635,1454.289,0.8056
310,3,80.8,11.053,13,1066.377,1.3058,91.3793,1392.491,0.8377
311,3,81.8,11.058,18,1065.318,1.2439,83.3596,1325.189,0.8736
312,3,82.8,11.056,15,1067.182,1.2334,70.3042,1316.28,0.8797
313,3,83.8,11.057,18,1067.793,1.2401,58.0501,1324.123,0.8758
314,3,84.8,11.06,16,1068.599,1.2401,51.1441,1325.133,0.8758
315,3,85.8,11.062,18,1067.245,1.2381,46.828,1321.365,0.877
316,3,86.8,11.065,21,1069.599,1.2338,45.0772,1319.666,0.8795
317,3,87.8,11.065,25,1069.599,1.2283,43.393,1313.766,0.8827
318,3,88.8,11.067,19,1069.792,1.2329,41.9563,1318.927,0.88
319,3,89.8,11.072,20,1070.276,1.2289,41.4115,1315.238,0.8823
320,3,90.8,11.075,19,1069.015,1.2227,40.9583,1307.093,0.8859
321,3,91.8,11.082,20,1070.725,1.2139,40.5476,1299.761,0.891
322,3,92.8,11.084,12,1068.337,1.2164,40.4432,1299.543,0.8895
323,3,93.8,11.087,22,1070.174,1.2129,40.5309,1297.96,0.8916
324,3,94.8,11.09,21,1070.98,1.2064,40.0797,1292.042,0.8954
325,3,95.8,11.094,21,1071.366,1.2167,39.7006,1303.514,0.8894
326,3,96.8,11.096,17,1072.077,1.2088,40.5727,1295.937,0.894
327,3,97.8,11.095,21,1071.981,1.2106,40.5225,1297.757,0.8929
328,3,98.8,11.094,19,1070.849,1.2102,40.5463,1295.958,0.8931
329,3,99.8,11.095,17,1071.463,1.2133,39.7999,1300.045,0.8913
330,3,100.8,11.095,16,1070.946,1.2013,40.8367,1286.53,0.8983
331,3,101.8,11.096,18,1070.526,1.21,40.5328,1295.333,0.8933
332,3,102.8,11.094,16,1071.366,1.2198,40.2291,1306.808,0.8876
333,3,103.8,11.09,22,1070.98,1.2209,40.2333,1307.541,0.887
334,3,104.8,11.089,15,1069.85,1.212,40.5402,1296.606,0.8921
335,3,105.8,11.083,21,1070.304,1.2147,40.5124,1300.045,0.8906
336,3,106.8,11.082,21,1071.242,1.2054,40.8332,1291.294,0.8959
337,3,107.8,11.08,22,1072.604,1.2169,40.4701,1305.204,0.8893
338,3,108.8,11.078,19,1070.338,1.2178,40.4609,1303.413,0.8888
339,3,109.8,11.078,24,1070.855,1.2219,40.325,1308.438,0.8864
340,3,110.8,11.076,16,1070.145,1.2115,40.6908,1296.483,0.8924
341,3,111.8,11.071,27,1068.629,1.2211,40.423,1304.896,0.8868
342,3,112.8,11.073,31,1082.405,1.2226,40.3529,1323.332,0.886
343,3,113.8,11.068,27,1069.372,1.224,40.3583,1308.906,0.8852
344,3,114.8,11.067,28,1069.275,1.2185,41.1858,1302.865,0.8884
345,3,115.8,11.06,28,1068.083,1.2063,41.6762,1288.417,0.8954
346,3,116.8,11.06,28,1068.599,1.2143,41.4021,1297.575,0.8908
347,3,117.8,11.055,26,1068.116,1.2254,41.0779,1308.906,0.8843
348,3,118.8,11.053,28,1067.407,1.2215,41.2301,1303.88,0.8866
349,3,119.8,11.053,26,1067.923,1.2188,41.3227,1301.586,0.8882
350,3,120.8,11.05,27,1066.602,1.2173,41.4073,1298.325,0.8891
351,3,121.8,11.048,26,1066.924,1.2252,41.1606,1307.174,0.8845
352,3,122.8,11.047,28,1079.336,1.2169,41.4513,1313.444,0.8893
353,3,123.8,11.045,27,1068.699,1.2291,41.0602,1313.564,0.8822
354,3,124.8,11.043,25,1065.927,1.224,41.8874,1304.713,0.8851
355,3,125.8,11.042,29,1066.86,1.2338,41.567,1316.261,0.8795
356,3,126.8,11.042,28,1066.86,1.2293,41.7186,1311.476,0.8821
357,3,127.8,11.042,29,1065.83,1.2229,42.5709,1303.433,0.8858
358,3,128.8,11.045,32,1067.666,1.2345,42.7692,1318.004,0.8791
359,3,129.8,11.043,33,1067.472,1.2307,42.9215,1313.766,0.8812
360,3,130.8,11.044,31,1067.569,1.2361,43.3507,1319.666,0.8781
361,3,131.8,11.047,30,1069.409,1.2652,42.3236,1352.976,0.8613
362,3,132.8,11.047,33,1068.375,1.2522,42.1434,1337.775,0.8688
363,3,133.8,11.046,33,1078.711,1.2528,40.8936,1351.405,0.8684
364,3,134.8,11.046,34,1066.731,1.2533,40.8764,1336.957,0.8681
365,3,135.8,11.046,32,1067.246,1.2572,40.751,1341.719,0.8659
366,3,136.8,11.044,35,1079.042,1.2625,42.4454,1362.299,0.8628
367,3,137.8,11.044,33,1066.023,1.263,45.5021,1346.426,0.8625
368,3,138.8,11.043,33,1726.818,1.2493,49.1237,2157.296,0.8705
369,3,139.8,11.042,32,1063.776,1.248,52.9226,1327.6,0.8712
370,3,140.8,11.044,30,1063.969,1.2473,57.2858,1327.044,0.8717
371,3,141.8,11.046,31,1067.762,1.2708,59.8624,1356.869,0.858
372,3,142.8,11.048,33,1071.581,1.4083,57.292,1509.149,0.7782
373,3,143.8,11.114,32,1078.505,1.4682,56.1115,1583.45,0.7435
374,3,144.8,11.143,30,1078.703,1.4429,57.7248,1556.416,0.7582
375,3,145.8,11.149,31,1079.806,1.3457,60.1134,1453.073,0.8146
376,3,146.8,11.233,28,1088.997,1.2489,59.2576,1360.057,0.8707
377,3,147.8,11.364,32,1099.033,1.2157,53.0181,1336.093,0.89
378,3,148.8,11.407,32,1114.509,1.2074,46.3602,1345.656,0.8948
379,3,149.8,11.399,32,1106.699,1.212,41.005,1341.282,0.8921
380,3,150.8,11.496,29,1110.725,,,,
381,4,0.4,11.486,24,1112.446,,,,
382,4,1.4,11.43,16,1105.416,1.0312,38.9418,1139.934,0.997
383,4,2.4,11.377,13,1101.889,1.2242,33.8208,1348.917,0.885
384,4,3.4,11.348,13,1098.548,1.2224,33.5287,1342.816,0.8861
385,4,4.4,11.241,14,1088.19,1.2124,34.7227,1319.363,0.8919
386,4,5.4,11.1,15,1071.429,1.2299,35.4789,1317.755,0.8817
387,4,6.4,11.102,22,1073.175,1.2238,35.6363,1313.398,0.8852
388,4,7.4,11.096,14,1074.153,1.2297,34.8991,1320.842,0.8819
389,4,8.4,11.073,11,1068.822,1.2331,35.6336,1317.939,0.8799
390,4,9.4,11.059,17,1067.471,1.2348,35.7119,1318.124,0.8789
391,4,10.4,11.054,19,1065.959,1.2288,35.302,1309.864,0.8824
392,4,11.4,11.051,19,1064.643,1.2224,35.5133,1301.469,0.8861
393,4,12.4,11.048,11,1065.381,1.218,35.6709,1297.619,0.8886
394,4,13.4,11.044,18,1064.482,1.213,35.8554,1291.182,0.8916
395,4,14.4,11.045,17,1066.12,1.2236,34.8994,1304.531,0.8854
396,4,15.4,11.045,19,1066.634,1.2276,34.7871,1309.374,0.8831
397,4,16.4,11.048,18,1067.44,1.2185,35.0191,1300.673,0.8883
398,4,17.4,11.048,13,1066.924,1.2242,35.4912,1306.075,0.8851
399,4,18.4,11.051,18,1065.67,1.2197,35.593,1299.805,0.8876
400,4,19.4,11.052,18,1066.281,1.2239,34.8293,1304.998,0.8852
401,4,20.4,11.056,15,1067.697,1.2113,35.7936,1293.312,0.8925
402,4,21.4,11.06,15,1068.083,1.2233,35.4053,1306.625,0.8855
403,4,22.4,11.062,15,1067.245,1.2283,35.245,1310.863,0.8827
404,4,23.4,11.061,16,1067.149,1.2184,35.5386,1300.249,0.8884
405,4,24.4,11.062,14,1067.245,1.2175,36.1926,1299.338,0.8889
406,4,25.4,11.067,19,1068.243,1.2162,35.5479,1299.236,0.8897
407,4,26.4,11.065,19,1068.566,1.2245,35.9571,1308.457,0.8849
408,4,27.4,11.068,16,1068.856,1.2214,36.0198,1305.526,0.8866
409,4,28.4,11.069,16,1068.436,1.2244,35.2928,1308.193,0.8849
410,4,29.4,11.069,15,1066.378,1.217,36.1402,1297.824,0.8892
411,4,30.4,11.071,14,1067.599,1.2214,36.6231,1304.003,0.8866
412,4,31.4,11.072,17,1067.181,1.222,35.9655,1304.106,0.8863
413,4,32.4,11.069,16,1066.891,1.2218,36.6302,1303.558,0.8864
414,4,33.4,11.07,18,1068.017,1.221,37.2764,1304.084,0.8869
415,4,34.4,11.068,18,1069.372,1.2235,37.8518,1308.356,0.8855
416,4,35.4,11.069,20,1068.436,1.2356,38.7201,1320.155,0.8784
417,4,36.4,11.069,21,1069.469,1.2284,39.5767,1313.683,0.8826
418,4,37.4,11.072,23,1069.758,1.2229,40.9845,1308.172,0.8858
