SB_DEPTH_cm,SECT_NUM_cm,SECT_DEPTH_cm,CORE_THICK_cm,PWAmp,PWVel_m/s,Den_gm/cc,MS,Imp,FP
47,1,47,11.111,15,1075.085,1.1858,32.8319,1274.853,0.9073
48,1,48,11.104,20,1073.369,1.1724,32.6139,1258.453,0.9151
49,1,49,11.073,20,1071.408,1.1924,32.9703,1277.548,0.9035
50,1,50,11.069,20,1071.539,1.2152,32.3859,1302.095,0.8903
51,1,51,11.065,19,1070.116,1.2103,32.5488,1295.188,0.8931
52,1,52,11.065,20,1070.634,1.1956,33.5953,1280.067,0.9016
53,1,53,11.064,19,1068.985,1.1822,33.3329,1263.714,0.9094
54,1,54,11.064,19,1070.537,1.206,32.6734,1291.092,0.8956
55,1,55,11.065,19,1070.634,1.2207,32.2715,1306.953,0.887
56,1,56,11.064,19,1070.019,1.2059,33.3187,1290.286,0.8957
57,1,57,11.065,21,1070.116,1.2146,32.4348,1299.741,0.8906
58,1,58,11.067,21,1071.345,1.2074,33.2506,1293.532,0.8948
59,1,59,11.089,14,1072.437,1.2089,32.3872,1296.462,0.8939
60,1,60,11.166,9,1078.841,1.2029,31.9142,1297.757,0.8974
61,1,61,11.374,9,1101.065,1.2058,30.2142,1327.699,0.8957
62,1,62,11.392,16,1102.807,1.2039,29.5362,1327.699,0.8968
63,1,63,11.374,14,1101.065,1.2055,23.704,1327.327,0.8959
64,1,64,11.418,17,1104.255,0.9513,37.1409,1050.441,1.0433
65,2,0.2,11.411,18,1104.112,0.951,37.9599,1050.017,1.0435
66,2,1.2,11.354,16,1099.129,1.2034,32.2161,1322.692,0.8971
67,2,2.2,11.316,14,1095.45,1.2074,33.0148,1322.692,0.8948
68,2,3.2,11.359,9,1100.145,1.2022,33.4011,1322.592,0.8978
69,2,4.2,11.319,13,1094.681,1.1918,34.6375,1304.673,0.9038
70,2,5.2,11.113,10,1074.758,1.2314,35.9379,1323.449,0.8809
71,2,6.2,11.08,11,1071.567,1.2307,35.6369,1318.826,0.8812
72,2,7.2,11.058,18,1069.956,1.2275,35.9336,1313.38,0.8831
73,2,8.2,11.045,15,1068.699,1.2226,36.834,1306.586,0.886
74,2,9.2,11.044,15,1068.085,1.2313,36.5829,1315.137,0.8809
75,2,10.2,11.046,15,1067.762,1.2318,37.1804,1315.239,0.8806
76,2,11.2,11.046,16,1068.278,1.2413,37.5206,1326.044,0.8751
77,2,12.2,11.048,14,1068.472,1.2414,38.7475,1326.415,0.8751
78,2,13.2,11.048,16,1068.472,1.2606,38.7719,1346.96,0.8639
79,2,14.2,11.046,21,1068.795,1.2672,38.5905,1354.399,0.8601
80,2,15.2,11.046,17,1068.278,1.2614,39.384,1347.524,0.8635
81,2,16.2,11.046,17,1068.278,1.2681,38.5636,1354.688,0.8596
82,2,17.2,11.046,19,1067.762,1.2667,38.6066,1352.523,0.8604
83,2,18.2,11.047,19,1067.343,1.2567,37.0505,1341.345,0.8662
84,2,19.2,11.044,16,1067.053,1.2548,35.8986,1338.911,0.8673
85,2,20.2,11.044,18,1068.085,1.2622,33.8427,1348.089,0.863
86,2,21.2,11.042,18,1069.961,1.2423,33.1514,1329.171,0.8746
87,2,22.2,11.041,16,1066.248,1.2389,30.7405,1320.977,0.8765
88,2,23.2,11.045,22,1067.666,1.2205,29.8985,1303.129,0.8872
89,2,24.2,11.045,24,1068.182,1.217,28.7107,1299.924,0.8892
90,2,25.2,11.046,18,1067.246,1.21,27.5845,1291.396,0.8933
91,2,26.2,11.046,21,1067.762,1.2005,27.8025,1281.891,0.8988
92,2,27.2,11.047,18,1067.859,1.2025,27.1056,1284.056,0.8976
93,2,28.2,11.049,18,1068.052,1.2051,26.3882,1287.128,0.8961
94,2,29.2,11.051,19,1067.214,1.2061,25.7107,1287.151,0.8955
95,2,30.2,11.05,19,1067.117,1.2079,26.3209,1288.96,0.8945
96,2,31.2,11.052,20,1067.826,1.2078,25.6667,1289.764,0.8945
97,2,32.2,11.054,22,1067.504,1.2047,25.7195,1286.066,0.8963
98,2,33.2,11.056,21,1068.213,1.1996,26.4614,1281.452,0.8993
99,2,34.2,11.055,22,1068.632,1.1937,26.6002,1275.595,0.9027
100,2,35.2,11.054,19,1069.052,1.1963,27.196,1278.908,0.9012
101,2,36.2,11.053,19,1067.923,1.2021,28.3599,1283.797,0.8978
102,2,37.2,11.052,20,1066.795,1.2123,28.7698,1293.233,0.892
103,2,38.2,11.05,19,1067.633,1.222,30.4578,1304.693,0.8863
104,2,39.2,11.048,20,1066.409,1.2134,33.2487,1293.959,0.8913
105,2,40.2,11.043,19,1066.956,1.2225,36.8566,1304.327,0.886
106,2,41.2,11.041,19,1066.763,1.2386,40.162,1321.245,0.8767
107,2,42.2,11.043,20,1067.472,1.3231,42.8614,1412.346,0.8277
108,2,43.2,11.041,20,1067.795,1.3416,47.5046,1432.576,0.8169
109,2,44.2,11.044,19,1069.119,1.4999,46.5998,1603.616,0.7251
110,2,45.2,11.047,18,1069.409,1.4977,50.7797,1601.62,0.7264
111,2,46.2,11.059,20,1070.571,1.3761,59.5917,1473.24,0.7969
112,2,47.2,11.067,21,1068.759,1.3011,67.0529,1390.545,0.8404
113,2,48.2,11.069,22,1070.503,1.3114,71.1997,1403.834,0.8345
114,2,49.2,11.043,18,1069.022,1.3633,72.3663,1457.41,0.8043
115,2,50.2,11.052,19,1069.376,1.3904,71.9066,1486.866,0.7886
116,2,51.2,11.057,22,1069.342,1.375,71.4907,1470.389,0.7975
117,2,52.2,11.064,21,1072.613,1.3668,67.2715,1466.013,0.8023
118,2,53.2,11.072,22,1071.311,1.3571,61.9297,1453.882,0.8079
119,2,54.2,11.082,22,1071.76,1.337,55.2206,1432.974,0.8196
120,2,55.2,11.087,18,1072.244,1.2608,51.784,1351.857,0.8638
121,2,56.2,11.091,21,1071.594,1.2402,47.0194,1329.031,0.8757
122,2,57.2,11.095,19,1071.463,1.2804,41.3072,1371.902,0.8524
123,2,58.2,11.095,19,1072.499,1.2595,39.5579,1350.826,0.8646
124,2,59.2,11.097,17,1072.692,1.2415,37.6437,1331.719,0.875
125,2,60.2,11.097,18,1074.77,1.2089,34.8565,1299.257,0.8939
126,2,61.2,11.098,21,1072.271,1.2115,32.2436,1299.032,0.8924
127,2,62.2,11.096,19,1073.114,1.1938,30.8124,1281.069,0.9027
128,2,63.2,11.095,22,1073.017,1.1961,29.4795,1283.413,0.9013
129,2,64.2,11.093,20,1073.343,1.2088,27.9155,1297.453,0.894
130,2,65.2,11.09,19,1072.534,1.1877,28.4325,1273.878,0.9062
131,2,66.2,11.094,19,1073.44,1.185,27.8226,1271.984,0.9078
132,2,67.2,11.097,15,1074.25,1.1954,27.5594,1284.114,0.9018
133,2,68.2,11.098,18,1071.753,1.2062,26.6693,1292.767,0.8955
134,2,69.2,11.098,21,1071.235,1.2098,26.5908,1295.958,0.8934
135,2,70.2,11.099,18,1071.849,1.192,26.9816,1277.595,0.9037
136,2,71.2,11.103,19,1073.272,1.1878,27.0473,1274.877,0.9061
137,2,72.2,11.101,18,1074.117,1.1884,26.4046,1276.469,0.9058
138,2,73.2,11.103,19,1073.272,1.1777,27.2807,1263.968,0.912
139,2,74.2,11.102,18,1074.214,1.1577,27.7594,1243.58,0.9236
140,2,75.2,11.101,18,1074.637,1.1874,27.7161,1276.009,0.9064
141,2,76.2,11.098,14,1073.307,1.1892,28.3388,1276.391,0.9053
142,2,77.2,11.098,16,1073.307,1.2017,28.6829,1289.743,0.8981
143,2,78.2,11.097,15,1073.211,1.2055,30.5057,1293.734,0.8959
144,2,79.2,11.094,18,1073.44,1.2165,31.5128,1305.854,0.8895
145,2,80.2,11.094,15,1071.884,1.2138,33.4786,1301.038,0.8911
146,2,81.2,11.092,14,1073.766,1.2236,35.1087,1313.831,0.8854
147,2,82.2,11.088,18,1071.304,1.2261,37.5783,1313.499,0.8839
148,2,83.2,11.085,19,1073.608,1.2225,40.8616,1312.443,0.886
149,2,84.2,11.076,18,1071.18,1.2707,43.039,1361.127,0.8581
150,2,85.2,11.071,18,1071.733,1.2619,47.0616,1352.41,0.8632
151,2,86.2,11.065,19,1070.634,1.3289,48.8263,1422.769,0.8243
152,2,87.2,11.063,13,1069.406,1.4399,48.3063,1539.826,0.7599
153,2,88.2,11.059,16,1071.09,1.371,53.0434,1468.453,0.7999
154,2,89.2,11.055,18,1069.666,1.3433,55.9233,1436.852,0.816
155,2,90.2,11.053,21,1069.99,1.3186,,1410.865,0.8303
156,2,91.2,11.052,18,1068.342,1.2915,57.0106,1379.744,0.846
157,2,92.2,11.052,22,1069.376,1.2927,55.7561,1382.425,0.8453
158,2,93.2,11.05,20,1070.218,1.3122,53.1858,1404.311,0.834
159,2,94.2,11.048,19,1070.024,1.2791,53.3777,1368.625,0.8532
160,2,95.2,11.045,16,1069.216,1.2824,52.0673,1371.206,0.8513
161,2,96.2,11.044,18,1069.637,1.2604,52.3755,1348.164,0.864
162,2,97.2,11.045,16,1068.182,1.2659,50.2934,1352.234,0.8608
163,2,98.2,11.044,21,1066.538,1.2213,48.9633,1302.601,0.8867
164,2,99.2,11.046,23,1068.278,1.1898,47.6266,1271.011,0.905
165,2,100.2,11.045,21,1068.182,1.2028,45.1847,1284.858,0.8974
166,2,101.2,11.045,21,1069.216,1.1835,45.2662,1265.446,0.9086
167,2,102.2,11.045,21,1068.699,1.1734,44.9958,1253.994,0.9145
168,2,103.2,11.045,21,1070.252,1.1683,44.5287,1250.328,0.9175
169,2,104.2,11.045,19,1067.666,1.1842,43.2737,1264.324,0.9082
170,2,105.2,11.043,19,1067.988,1.1829,42.6864,1263.331,0.909
171,2,106.2,11.044,20,1070.155,1.1785,42.8361,1261.146,0.9116
172,2,107.2,11.046,19,1067.762,1.1744,42.961,1254.021,0.9139
173,2,108.2,11.045,19,1068.699,1.1895,41.7736,1271.267,0.9051
174,2,109.2,11.046,19,1068.278,1.1738,42.324,1253.918,0.9143
175,2,110.2,11.048,19,1069.506,1.1879,41.1466,1270.45,0.9061
176,2,111.2,11.047,19,1067.859,1.196,40.2274,1277.211,0.9014
177,2,112.2,11.044,23,1066.538,1.195,40.293,1274.542,0.902
178,2,113.2,11.048,25,1068.472,1.1912,40.3796,1272.802,0.9042
179,2,114.2,11.045,23,1067.666,1.1792,39.5065,1258.986,0.9111
180,2,115.2,11.046,25,1069.313,1.1716,39.7517,1252.83,0.9155
181,2,116.2,11.044,24,1067.053,1.2123,38.4381,1293.574,0.8919
182,2,117.2,11.042,26,1068.925,1.2205,38.1981,1304.655,0.8872
183,2,118.2,11.044,25,1068.085,1.2217,37.5069,1304.856,0.8865
184,2,119.2,11.04,27,1065.123,1.2283,37.976,1308.295,0.8827
185,2,120.2,11.038,27,1065.958,1.2278,37.3765,1308.824,0.8829
186,2,121.2,11.037,29,1065.862,1.2283,38.0057,1309.191,0.8827
187,2,122.2,11.037,27,1067.408,1.2195,38.9164,1301.749,0.8877
188,2,123.2,11.037,27,1066.377,1.2211,40.1416,1302.134,0.8868
189,2,124.2,11.036,29,1068.344,1.2445,40.6471,1329.557,0.8733
190,2,125.2,11.036,28,1066.796,1.2415,42.6243,1324.476,0.875
191,2,126.2,11.038,29,1068.021,1.2472,44.2788,1332.077,0.8717
192,2,127.2,11.04,29,1067.182,1.2514,45.9734,1335.447,0.8693
193,2,128.2,11.043,28,1067.472,1.2596,48.7205,1344.619,0.8645
194,2,129.2,11.044,29,1068.085,1.2637,51.6222,1349.783,0.8621
195,2,130.2,11.045,30,1067.15,1.3144,51.9823,1402.672,0.8327
196,2,131.2,11.05,30,1069.182,1.3147,54.8518,1405.684,0.8325
197,2,132.2,11.049,30,1070.64,1.3154,58.3761,1408.314,0.8321
198,2,133.2,11.049,28,1069.086,1.2798,63.6343,1368.253,0.8528
199,2,134.2,11.049,31,1068.052,1.2676,68.5327,1353.845,0.8599
200,2,135.2,11.049,32,1070.64,1.509,62.7066,1615.643,0.7198
201,2,136.2,11.048,33,1070.024,1.4741,68.42,1577.326,0.7401
202,2,137.2,11.047,31,1069.927,1.4324,73.679,1532.602,0.7642
203,2,138.2,11.046,30,1069.313,1.5013,71.8671,1605.392,0.7243
204,2,139.2,11.044,31,1068.085,1.4464,74.0999,1544.837,0.7562
205,2,140.2,11.043,31,1067.988,1.4101,73.819,1506.02,0.7772
206,2,141.2,11.042,32,1066.86,1.3636,72.3683,1454.795,0.8042
207,2,142.2,11.041,34,1068.312,1.3031,70.3832,1392.074,0.8393
208,2,143.2,11.04,33,1078.652,1.4037,60.9223,1514.121,0.7809
209,2,144.2,11.038,33,1069.056,1.3677,58.0086,1462.161,0.8018
210,2,145.2,11.049,33,1069.603,1.3209,54.0229,1412.826,0.829
211,2,146.2,11.083,37,1864.255,1.2841,49.6976,2393.908,0.8503
212,2,147.2,11.323,37,2383.79,1.2515,42.7819,2983.258,0.8692
213,2,148.2,11.347,36,1101.65,1.2448,37.5534,1371.373,0.8731
214,2,149.2,11.372,35,1111.089,1.2537,34.2047,1393.02,0.8679
215,2,150.2,11.375,35,2064.428,1.2557,31.8513,2592.265,0.8668
216,2,151.2,11.371,33,1102.375,1.1738,32.2802,1293.959,0.9143
217,3,0,11.484,28,1111.713,,,,
218,3,1,11.374,23,1102.132,1.1993,32.1665,1321.752,0.8995
219,3,2,11.332,18,1096.468,1.2352,32.143,1354.399,0.8786
220,3,3,11.329,17,1095.648,1.2225,33.0926,1339.458,0.886
221,3,4,11.304,15,1094.288,1.2204,34.5484,1335.519,0.8872
222,3,5,11.148,20,1078.143,1.2164,36.6787,1311.458,0.8896
223,3,6,11.068,15,1071.442,1.2154,38.1021,1302.278,0.8901
224,3,7,11.023,15,1066.054,1.2268,38.1911,1307.787,0.8836
225,3,8,11.02,18,1068.347,1.2192,39.0986,1302.526,0.8879
226,3,9,11.016,16,1066.925,1.2145,39.2899,1295.796,0.8907
227,3,10,11.014,15,1065.184,1.2027,39.6973,1281.069,0.8975
228,3,11,11.011,16,1064.894,1.2016,40.4138,1279.628,0.8981
229,3,12,11.011,16,1066.441,1.1973,40.562,1276.807,0.9007
230,3,13,11.011,15,1065.924,1.1937,40.0259,1272.42,0.9027
231,3,14,11.012,17,1064.476,1.2022,39.733,1279.73,0.8978
232,3,15,11.012,17,1066.021,1.2027,40.3673,1282.129,0.8975
233,3,16,11.012,16,1064.99,1.2093,40.1465,1287.932,0.8937
234,3,17,11.014,17,1065.184,1.2152,39.9306,1294.461,0.8902
235,3,18,11.016,18,1064.348,1.2229,39.6604,1301.586,0.8858
236,3,19,11.015,21,1064.251,1.2153,39.9183,1293.392,0.8902
237,3,20,11.015,16,1065.796,1.2175,39.8455,1297.635,0.8889
238,3,21,11.013,18,1065.087,1.2188,40.4677,1298.101,0.8882
239,3,22,11.012,19,1064.476,1.2156,41.2267,1294.017,0.89
240,3,23,11.011,20,1065.409,1.2205,41.7137,1300.37,0.8872
241,3,24,11.009,17,1064.7,1.2134,42.6262,1291.919,0.8913
242,3,25,11.009,18,1065.731,1.2221,43.6046,1302.461,0.8862
243,3,26,11.005,19,1063.285,1.2303,43.9971,1308.172,0.8815
244,3,27,11.005,22,1064.313,1.248,46.5162,1328.271,0.8712
245,3,28,11.002,18,1061.969,1.2504,47.7174,1327.933,0.8698
246,3,29,11,18,1064.344,1.254,50.1124,1334.686,0.8678
247,3,30,11.001,15,1062.898,1.2546,53.2057,1333.497,0.8674
248,3,31,11.003,20,1065.15,1.257,56.8231,1338.882,0.866
249,3,32,11.002,17,1064.023,1.2769,60.255,1358.662,0.8545
250,3,33,11.002,21,1066.085,1.284,64.8114,1368.906,0.8503
251,3,34,11.002,18,1064.538,1.3026,68.7104,1386.663,0.8396
252,3,35,11.005,16,1065.859,1.4325,66.8101,1526.89,0.7642
253,3,36,11.008,14,,1.4278,70.274,1534.886,0.7669
254,3,37,11.009,16,1064.7,1.3401,76.0222,1426.824,0.8178
255,3,38,11.01,18,1064.282,1.4163,72.4661,1507.376,0.7736
256,3,39,11.011,16,1064.379,1.4298,71.7657,1521.831,0.7658
257,3,40,11.013,18,1066.118,1.4534,69.4836,1549.544,0.7521
258,3,41,11.012,16,1065.505,1.4687,68.7782,1564.941,0.7432
259,3,42,11.017,18,1065.989,1.4413,68.9109,1536.421,0.7591
260,3,43,11.016,23,1066.408,1.4191,68.3544,1513.328,0.772
261,3,44,11.018,22,1065.056,1.3966,67.7383,1487.486,0.785
262,3,45,11.024,24,1067.7,1.4145,65.1217,1510.296,0.7746
263,3,46,11.027,20,1065.411,1.3905,63.3921,1481.427,0.7886
264,3,47,11.032,24,1065.894,1.3616,61.2179,1451.372,0.8053
265,3,48,11.033,22,1065.99,1.3404,58.6877,1428.812,0.8177
266,3,49,11.025,20,1064.189,1.331,55.7065,1416.383,0.8231
267,3,50,11.002,21,1061.969,1.2974,54.4644,1377.746,0.8426
268,3,51,10.999,23,1063.733,1.304,53.6246,1387.15,0.8387
269,3,52,11.005,23,1064.313,1.3229,53.3727,1407.935,0.8278
270,3,53,11.011,24,1064.379,1.3225,56.2655,1407.646,0.828
271,3,54,11.018,25,1066.086,1.3242,58.452,1411.75,0.827
272,3,55,11.024,22,1065.635,1.3553,58.7522,1444.246,0.809
273,3,56,11.032,20,1064.865,1.3537,58.6979,1441.556,0.8099
274,3,57,11.039,20,1064,1.2765,60.9174,1358.238,0.8547
275,3,58,11.045,22,1065.605,1.2513,57.7049,1333.429,0.8693
276,3,59,11.052,20,1066.795,1.2424,53.6505,1325.336,0.8745
277,3,60,11.054,22,1067.504,1.2487,49.0061,1333.039,0.8708
278,3,61,11.056,22,1067.697,1.248,45.288,1332.481,0.8712
279,3,62,11.055,23,1067.6,1.2507,42.7239,1335.277,0.8696
280,3,63,11.058,22,1067.375,1.2465,41.5925,1330.535,0.8721
281,3,64,11.06,17,1067.568,1.2408,39.895,1324.595,0.8754
282,3,65,11.06,14,1067.052,1.2418,39.8615,1325.067,0.8748
283,3,66,11.063,16,1067.342,1.2462,39.0713,1330.079,0.8723
284,3,67,11.062,19,1065.19,1.2463,38.4575,1327.518,0.8722
285,3,68,11.063,18,1065.8,1.2382,39.3234,1319.641,0.8769
286,3,69,11.062,22,1067.245,1.236,39.4016,1319.149,0.8782
287,3,70,11.062,17,1068.276,1.2412,39.8594,1325.976,0.8752
288,3,71,11.063,21,1068.373,1.2446,39.7414,1329.69,0.8732
289,3,72,11.061,20,1068.18,1.2429,40.438,1327.646,0.8742
290,3,73,11.063,17,1068.373,1.2558,40.6185,1341.633,0.8667
291,3,74,11.063,19,1066.827,1.2552,40.6355,1339.132,0.867
292,3,75,11.064,20,1067.954,1.2448,41.5857,1329.42,0.8731
293,3,76,11.065,19,1066.506,1.2517,41.9641,1334.939,0.8691
294,3,77,11.067,16,1066.185,1.2562,43.0214,1339.337,0.8665
295,3,78,11.066,16,1068.147,1.2486,43.9124,1333.7,0.8709
296,3,79,11.067,20,1067.728,1.2434,45.3252,1327.664,0.8739
297,3,80,11.067,17,1068.759,1.2501,46.9379,1336.023,0.87
298,3,81,11.069,21,1068.436,1.2535,49.2472,1339.302,0.868
299,3,82,11.067,19,1068.759,1.2879,50.3534,1376.494,0.8481
300,3,83,11.061,21,1067.664,1.296,53.1002,1383.702,0.8434
301,3,84,11.058,22,1067.375,1.3023,56.4487,1390.067,0.8397
302,3,85,11.052,23,1068.342,1.4022,55.8257,1498.021,0.7818
303,3,86,11.046,19,1066.216,1.4345,57.3565,1529.538,0.763
304,3,87,11.04,19,1066.667,1.3758,61.5924,1467.545,0.7971
305,3,88,11.035,22,1065.154,1.3294,64.9978,1415.99,0.824
306,3,89,11.028,16,1066.022,1.3977,62.4911,1489.958,0.7844
307,3,90,11.024,17,1065.121,1.371,63.7745,1460.247,0.7999
308,3,91,11.019,18,1065.667,1.4158,62.3887,1508.731,0.7739
309,3,92,11.016,24,1065.377,1.3834,64.4626,1473.855,0.7927
310,3,93,11.015,21,1064.766,1.3878,65.405,1477.636,0.7902
311,3,94,11.013,22,1065.087,1.3836,67.3331,1473.651,0.7926
312,3,95,11.016,24,1065.893,1.3959,70.6099,1487.895,0.7854
313,3,96,11.02,21,1066.796,1.4143,74.5948,1508.73,0.7748
314,3,97,11.021,23,1066.376,1.4232,78.5009,1517.626,0.7696
315,3,98,11.024,20,1067.183,1.4334,82.2345,1529.743,0.7637
316,3,99,11.024,23,1067.183,1.4853,84.0933,1585.089,0.7336
317,3,100,11.025,21,1069.869,1.4932,85.1949,1597.53,0.729
318,3,101,11.025,17,1068.314,1.5013,85.2563,1603.838,0.7243
319,3,102,11.025,22,1068.314,1.4768,85.6143,1577.654,0.7385
320,3,103,11.023,20,1068.12,1.4521,83.3481,1551.045,0.7528
321,3,104,11.024,20,1068.735,1.4536,77.3346,1553.515,0.752
322,3,105,11.023,19,1066.57,1.3762,73.76,1467.845,0.7969
323,3,106,11.022,22,1064.927,1.3371,69.5151,1423.864,0.8196
324,3,107,11.02,22,1063.707,1.3145,65.9901,1398.206,0.8327
325,3,108,11.019,21,1063.097,1.262,65.6534,1341.65,0.8631
326,3,109,11.014,25,1063.641,1.2721,64.5999,1353.104,0.8572
327,3,110,11.012,25,1062.934,1.2626,64.4993,1342.11,0.8627
328,3,111,11.014,23,1063.641,1.2538,63.6721,1333.599,0.8679
329,3,112,11.013,29,1065.087,1.2567,62.2946,1338.522,0.8662
330,3,113,11.015,30,1065.28,1.2542,59.8915,1336.093,0.8676
331,3,114,11.016,28,1063.834,1.255,57.3463,1335.09,0.8672
332,3,115,11.018,27,1064.027,1.2703,52.934,1351.594,0.8583
333,3,116,11.017,26,1062.904,1.2832,49.3667,1363.913,0.8508
334,3,117,11.018,27,1063,1.2928,44.7551,1374.209,0.8453
335,3,118,11.02,31,1064.22,1.2958,41.6127,1378.987,0.8435
336,3,119,11.021,30,1065.346,1.2829,39.5832,1366.74,0.851
337,3,120,11.023,33,1065.024,1.272,37.4468,1354.702,0.8573
338,3,121,11.021,30,1065.346,1.2658,36.4136,1348.566,0.8609
339,3,122,11.022,28,1064.927,1.2499,35.6183,1331.076,0.8701
340,3,123,11.022,28,1064.413,1.2398,35.2784,1319.683,0.876
341,3,124,11.019,26,1063.61,1.2402,34.0356,1319.047,0.8758
342,3,125,11.018,28,1061.464,1.249,33.804,1325.745,0.8707
343,3,126,11.018,27,1062.488,1.249,33.178,1327.024,0.8707
344,3,127,11.017,28,1062.904,1.2373,33.5008,1315.092,0.8775
345,3,128,11.016,30,1062.807,1.2414,32.7686,1319.333,0.8751
346,3,129,11.014,28,1063.641,1.2445,33.3306,1323.752,0.8732
347,3,130,11.012,29,1063.448,1.2632,33.476,1343.32,0.8624
348,3,131,11.011,29,1064.894,1.2461,33.9433,1326.971,0.8723
349,3,132,11.013,29,1063.544,1.2536,33.7238,1333.226,0.868
350,3,133,11.014,31,1063.641,1.269,33.9231,1349.71,0.8591
351,3,134,11.015,30,1063.737,1.2577,34.8392,1337.891,0.8656
352,3,135,11.02,31,1062.681,1.2637,35.249,1342.876,0.8621
353,3,136,11.02,33,1062.169,1.2677,36.3689,1346.544,0.8598
354,3,137,11.021,34,1065.861,1.2584,37.2485,1341.33,0.8652
355,3,138,11.024,32,1066.151,1.2588,38.4493,1342.079,0.865
356,3,139,11.024,31,1065.635,1.2674,40.035,1350.638,0.8599
357,3,140,11.028,33,1065.507,1.2732,41.6508,1356.592,0.8566
358,3,141,11.028,32,1066.538,1.2702,44.8195,1354.688,0.8584
359,3,142,11.03,31,1066.216,1.2971,47.4712,1383.011,0.8427
360,3,143,11.033,31,1067.021,1.3221,50.6631,1410.676,0.8283
361,3,144,11.034,35,1066.602,1.4166,50.5688,1510.925,0.7734
362,3,145,11.037,35,1069.995,1.4329,54.2964,1533.239,0.764
363,3,146,11.052,33,1070.93,1.4265,56.5063,1527.629,0.7677
364,3,147,11.177,32,1084.093,1.4878,52.9744,1612.964,0.7321
365,3,148,11.334,31,1098.256,1.4401,52.1077,1581.586,0.7598
366,3,149,11.35,31,1098.21,1.4027,50.7215,1540.464,0.7815
367,3,150,11.359,32,1101.746,1.378,48.3947,1518.153,0.7959
368,3,151,11.493,30,1110.972,,,,
369,4,0.6,11.421,24,1105.08,,,,
370,4,1.6,11.354,20,1098.066,1.3383,47.7437,1469.575,0.8188
371,4,2.6,11.312,17,1096.124,1.3204,51.6491,1447.344,0.8292
